user_id,week_start,active_days_week,total_minutes_week,sessions_week,feature_events_week,has_outlier_usage_week,payment_attempts_week,payment_failures_week,campaign_touches_week,campaign_clicks_week,campaign_redeemed_week,renewal_due_flag
u000002,2025-11-24,7,183.68,11,12,0,0.0,0.0,0.0,0.0,0.0,0
u000002,2025-12-01,7,85.97,5,8,0,0.0,0.0,0.0,0.0,0.0,0
u000002,2025-12-08,7,162.16,12,19,1,0.0,0.0,0.0,0.0,0.0,0
u000002,2025-12-15,7,150.03,10,12,0,1.0,0.0,1.0,0.0,0.0,0
u000002,2025-12-22,7,34.96,2,3,0,0.0,0.0,0.0,0.0,0.0,0
u000002,2025-12-29,7,80.25,5,9,0,0.0,0.0,0.0,0.0,0.0,0
u000002,2026-01-05,6,105.81,7,9,0,0.0,0.0,0.0,0.0,0.0,0
u000002,2026-01-12,7,103.32,8,12,0,0.0,0.0,0.0,0.0,0.0,1
u000002,2026-01-19,7,109.21,5,9,0,0.0,0.0,0.0,0.0,0.0,1
u000002,2026-01-26,5,53.22,2,7,0,0.0,0.0,0.0,0.0,0.0,0
u000003,2025-10-13,4,116.71000000000001,6,13,0,1.0,0.0,0.0,0.0,0.0,0
u000003,2025-10-20,7,207.41,13,21,0,0.0,0.0,0.0,0.0,0.0,0
u000003,2025-10-27,7,100.71,6,12,0,0.0,0.0,0.0,0.0,0.0,0
u000003,2025-11-03,7,142.07999999999998,11,15,0,0.0,0.0,0.0,0.0,0.0,0
u000003,2025-11-10,7,95.72,4,14,0,0.0,0.0,0.0,0.0,0.0,0
u000003,2025-11-17,7,90.16,5,7,0,1.0,0.0,0.0,0.0,0.0,0
u000003,2025-11-24,7,97.48,5,10,0,0.0,0.0,0.0,0.0,0.0,0
u000003,2025-12-01,7,81.47999999999999,8,4,0,0.0,0.0,0.0,0.0,0.0,0
u000003,2025-12-08,7,75.28999999999999,7,9,0,0.0,0.0,0.0,0.0,0.0,0
u000003,2025-12-15,7,70.28,6,13,0,1.0,1.0,0.0,0.0,0.0,0
u000003,2025-12-22,7,81.35000000000001,9,8,0,0.0,0.0,0.0,0.0,0.0,0
u000003,2025-12-29,7,203.34,8,21,1,0.0,0.0,0.0,0.0,0.0,1
u000003,2026-01-05,7,93.57000000000001,7,7,0,0.0,0.0,0.0,0.0,0.0,1
u000003,2026-01-12,7,0.0,0,0,0,0.0,0.0,1.0,1.0,0.0,0
u000003,2026-01-19,7,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0
u000003,2026-01-26,5,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0
u000004,2025-08-18,2,64.71000000000001,3,4,0,0.0,0.0,0.0,0.0,0.0,0
u000004,2025-08-25,7,101.34,8,8,0,1.0,0.0,0.0,0.0,0.0,0
u000004,2025-09-01,7,166.74,8,20,0,0.0,0.0,0.0,0.0,0.0,0
u000004,2025-09-08,7,156.61,13,8,0,0.0,0.0,0.0,0.0,0.0,0
u000004,2025-09-15,7,70.54,5,8,0,0.0,0.0,0.0,0.0,0.0,0
u000004,2025-09-22,7,79.52,4,8,0,1.0,0.0,1.0,0.0,0.0,0
u000004,2025-09-29,7,65.08,7,10,0,0.0,0.0,0.0,0.0,0.0,0
u000004,2025-10-06,7,102.9,9,16,0,0.0,0.0,0.0,0.0,0.0,0
u000004,2025-10-13,7,50.55,2,3,0,0.0,0.0,0.0,0.0,0.0,0
u000004,2025-10-20,7,108.64,10,9,0,0.0,0.0,0.0,0.0,0.0,0
u000004,2025-10-27,6,247.56,17,18,0,1.0,0.0,0.0,0.0,0.0,0
u000004,2025-11-03,7,212.41,12,24,0,0.0,0.0,0.0,0.0,0.0,0
u000004,2025-11-10,7,54.98,4,3,0,0.0,0.0,0.0,0.0,0.0,0
u000004,2025-11-17,7,228.72,16,21,0,0.0,0.0,1.0,0.0,0.0,0
u000004,2025-11-24,7,165.49,12,12,0,1.0,0.0,0.0,0.0,0.0,0
u000004,2025-12-01,7,126.24000000000001,9,13,0,0.0,0.0,0.0,0.0,0.0,0
u000004,2025-12-08,7,50.64,2,4,0,0.0,0.0,0.0,0.0,0.0,0
u000004,2025-12-15,7,43.4,3,5,0,0.0,0.0,1.0,0.0,0.0,0
u000004,2025-12-22,7,283.82,13,25,0,0.0,0.0,0.0,0.0,0.0,0
u000004,2025-12-29,7,120.38,9,14,0,1.0,0.0,0.0,0.0,0.0,0
u000004,2026-01-05,7,119.81,6,10,0,0.0,0.0,1.0,0.0,0.0,0
u000004,2026-01-12,7,308.82,16,32,1,0.0,0.0,0.0,0.0,0.0,1
u000004,2026-01-19,7,173.47,10,18,0,0.0,0.0,1.0,0.0,0.0,1
u000004,2026-01-26,5,139.19,9,15,1,0.0,0.0,0.0,0.0,0.0,0
u000005,2025-08-18,4,219.95,14,23,1,0.0,0.0,0.0,0.0,0.0,0
u000005,2025-08-25,7,119.28,9,15,0,1.0,0.0,0.0,0.0,0.0,0
u000005,2025-09-01,7,238.14000000000001,11,25,0,0.0,0.0,0.0,0.0,0.0,0
u000005,2025-09-08,7,160.26999999999998,17,12,0,0.0,0.0,0.0,0.0,0.0,0
u000005,2025-09-15,7,86.53,4,15,0,0.0,0.0,0.0,0.0,0.0,0
u000005,2025-09-22,7,102.67,10,16,0,1.0,0.0,1.0,1.0,0.0,0
u000005,2025-09-29,7,147.66,8,19,0,0.0,0.0,0.0,0.0,0.0,0
u000005,2025-10-06,7,77.66,4,5,0,0.0,0.0,0.0,0.0,0.0,0
u000005,2025-10-13,7,101.46000000000001,5,15,0,0.0,0.0,0.0,0.0,0.0,0
u000005,2025-10-20,7,101.66,8,13,0,0.0,0.0,0.0,0.0,0.0,0
u000005,2025-10-27,7,62.06,4,4,0,2.0,1.0,0.0,0.0,0.0,0
u000005,2025-11-03,7,112.48,11,10,0,0.0,0.0,0.0,0.0,0.0,0
u000005,2025-11-10,7,204.55,17,21,0,0.0,0.0,0.0,0.0,0.0,0
u000005,2025-11-17,7,126.59,9,16,0,0.0,0.0,1.0,1.0,0.0,0
u000005,2025-11-24,7,134.88,11,11,0,1.0,0.0,0.0,0.0,0.0,0
u000005,2025-12-01,7,157.0,17,17,0,0.0,0.0,0.0,0.0,0.0,0
u000005,2025-12-08,7,173.33,7,14,0,0.0,0.0,0.0,0.0,0.0,0
u000005,2025-12-15,7,163.93,6,18,0,0.0,0.0,0.0,0.0,0.0,0
u000005,2025-12-22,7,54.28,3,3,0,1.0,0.0,0.0,0.0,0.0,0
u000005,2025-12-29,7,64.1,6,4,0,0.0,0.0,0.0,0.0,0.0,0
u000005,2026-01-05,7,124.88,11,10,0,0.0,0.0,0.0,0.0,0.0,0
u000005,2026-01-12,7,232.74,13,27,0,0.0,0.0,0.0,0.0,0.0,1
u000005,2026-01-19,7,88.15,3,15,0,0.0,0.0,0.0,0.0,0.0,1
u000005,2026-01-26,5,96.74,8,6,0,0.0,0.0,0.0,0.0,0.0,0
u000006,2025-12-01,2,5.09,3,2,0,0.0,0.0,0.0,0.0,0.0,0
u000006,2025-12-08,7,96.27,7,6,0,1.0,0.0,0.0,0.0,0.0,0
u000006,2025-12-15,7,69.80000000000001,3,12,0,0.0,0.0,0.0,0.0,0.0,0
u000006,2025-12-22,7,32.2,2,4,0,0.0,0.0,0.0,0.0,0.0,0
u000006,2025-12-29,7,68.98,6,7,0,0.0,0.0,1.0,0.0,0.0,0
u000006,2026-01-05,6,94.71000000000001,6,8,0,0.0,0.0,1.0,0.0,0.0,0
u000006,2026-01-12,7,47.4,2,7,0,0.0,0.0,0.0,0.0,0.0,1
u000006,2026-01-19,7,31.6,2,7,0,0.0,0.0,0.0,0.0,0.0,1
u000006,2026-01-26,5,33.910000000000004,2,2,0,0.0,0.0,0.0,0.0,0.0,0
u000007,2025-06-30,3,79.84,4,2,0,0.0,0.0,0.0,0.0,0.0,0
u000007,2025-07-07,7,31.89,2,6,0,0.0,0.0,0.0,0.0,0.0,0
u000007,2025-07-14,7,31.77,1,2,0,0.0,0.0,0.0,0.0,0.0,0
u000007,2025-07-21,7,22.04,2,3,0,1.0,1.0,0.0,0.0,0.0,0
u000007,2025-07-28,7,71.83,5,8,0,0.0,0.0,0.0,0.0,0.0,0
u000007,2025-08-04,7,73.74,8,9,0,0.0,0.0,0.0,0.0,0.0,0
u000007,2025-08-11,7,39.769999999999996,3,4,0,0.0,0.0,0.0,0.0,0.0,0
u000007,2025-08-18,7,106.1,8,7,0,0.0,0.0,1.0,0.0,0.0,0
u000007,2025-08-25,7,18.43,2,3,0,1.0,0.0,0.0,0.0,0.0,0
u000007,2025-09-01,6,86.26,3,10,0,0.0,0.0,0.0,0.0,0.0,0
u000007,2025-09-08,6,14.44,3,1,0,0.0,0.0,0.0,0.0,0.0,0
u000007,2025-09-15,6,59.72,2,8,0,0.0,0.0,1.0,0.0,0.0,0
u000007,2025-09-22,7,41.58,4,5,0,1.0,0.0,0.0,0.0,0.0,0
u000007,2025-09-29,7,54.650000000000006,7,5,0,0.0,0.0,0.0,0.0,0.0,0
u000007,2025-10-06,7,75.96000000000001,4,8,0,0.0,0.0,0.0,0.0,0.0,0
u000007,2025-10-13,7,39.35,2,5,0,0.0,0.0,0.0,0.0,0.0,0
u000007,2025-10-20,7,40.82,5,3,0,1.0,0.0,0.0,0.0,0.0,0
u000007,2025-10-27,7,26.46,3,3,0,0.0,0.0,0.0,0.0,0.0,0
u000007,2025-11-03,7,59.66,4,8,0,0.0,0.0,0.0,0.0,0.0,0
u000007,2025-11-10,7,23.08,1,3,0,0.0,0.0,0.0,0.0,0.0,0
u000007,2025-11-17,7,55.46,3,4,0,1.0,0.0,0.0,0.0,0.0,0
u000007,2025-11-24,7,15.74,5,3,0,0.0,0.0,0.0,0.0,0.0,0
u000007,2025-12-01,7,41.42,3,8,0,0.0,0.0,0.0,0.0,0.0,0
u000007,2025-12-08,7,65.49,5,5,0,0.0,0.0,0.0,0.0,0.0,0
u000007,2025-12-15,7,85.86,8,12,0,0.0,0.0,1.0,0.0,0.0,0
u000007,2025-12-22,7,18.17,2,3,0,1.0,0.0,0.0,0.0,0.0,0
u000007,2025-12-29,7,91.52,8,6,0,0.0,0.0,0.0,0.0,0.0,0
u000007,2026-01-05,7,47.28,4,7,0,0.0,0.0,0.0,0.0,0.0,0
u000007,2026-01-12,7,65.44,3,6,0,0.0,0.0,0.0,0.0,0.0,1
u000007,2026-01-19,7,69.95,8,9,0,0.0,0.0,0.0,0.0,0.0,1
u000007,2026-01-26,5,18.84,1,1,0,0.0,0.0,1.0,0.0,0.0,0
u000008,2025-10-27,7,94.03,5,6,0,1.0,0.0,0.0,0.0,0.0,0
u000008,2025-11-03,7,56.61,5,7,0,0.0,0.0,0.0,0.0,0.0,0
u000008,2025-11-10,7,84.36,9,6,0,0.0,0.0,0.0,0.0,0.0,0
u000008,2025-11-17,7,55.15,3,5,0,0.0,0.0,0.0,0.0,0.0,0
u000008,2025-11-24,7,122.92,8,16,0,0.0,0.0,0.0,0.0,0.0,0
u000008,2025-12-01,6,87.98,7,12,0,1.0,0.0,0.0,0.0,0.0,0
u000008,2025-12-08,7,75.88,3,12,0,0.0,0.0,0.0,0.0,0.0,0
u000008,2025-12-15,7,67.03999999999999,6,6,0,0.0,0.0,0.0,0.0,0.0,0
u000008,2025-12-22,7,81.97,6,12,0,0.0,0.0,0.0,0.0,0.0,0
u000008,2025-12-29,7,22.64,1,4,0,2.0,1.0,0.0,0.0,0.0,0
u000008,2026-01-05,7,89.37,5,11,0,0.0,0.0,0.0,0.0,0.0,0
u000008,2026-01-12,7,22.47,2,1,0,0.0,0.0,0.0,0.0,0.0,1
u000008,2026-01-19,7,58.76,5,6,0,0.0,0.0,0.0,0.0,0.0,1
u000008,2026-01-26,5,46.55,2,6,0,0.0,0.0,0.0,0.0,0.0,0
u000009,2025-06-30,3,65.44,5,4,0,1.0,0.0,0.0,0.0,0.0,0
u000009,2025-07-07,7,217.1,10,24,1,0.0,0.0,0.0,0.0,0.0,0
u000009,2025-07-14,7,143.43,10,17,0,0.0,0.0,0.0,0.0,0.0,0
u000009,2025-07-21,7,292.43,18,32,0,0.0,0.0,0.0,0.0,0.0,0
u000009,2025-07-28,7,290.1,12,24,1,1.0,0.0,0.0,0.0,0.0,0
u000009,2025-08-04,6,107.89999999999999,6,16,1,0.0,0.0,0.0,0.0,0.0,0
u000009,2025-08-11,6,288.73,21,39,1,0.0,0.0,0.0,0.0,0.0,0
u000009,2025-08-18,7,168.19,10,18,0,0.0,0.0,0.0,0.0,0.0,0
u000009,2025-08-25,7,57.900000000000006,5,5,0,1.0,0.0,1.0,0.0,0.0,0
u000009,2025-09-01,7,223.13,12,24,1,0.0,0.0,0.0,0.0,0.0,0
u000009,2025-09-08,7,168.21,9,14,1,0.0,0.0,0.0,0.0,0.0,0
u000009,2025-09-15,7,283.2,13,25,0,0.0,0.0,0.0,0.0,0.0,0
u000009,2025-09-22,7,242.18,12,19,0,0.0,0.0,1.0,0.0,0.0,0
u000009,2025-09-29,6,68.19,5,8,0,1.0,0.0,0.0,0.0,0.0,0
u000009,2025-10-06,7,202.48,16,20,0,0.0,0.0,0.0,0.0,0.0,0
u000009,2025-10-13,7,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0
u000009,2025-10-20,7,263.23,13,17,1,0.0,0.0,1.0,1.0,0.0,0
u000009,2025-10-27,7,192.18,7,21,0,1.0,0.0,0.0,0.0,0.0,0
u000009,2025-11-03,6,108.56,7,10,0,0.0,0.0,0.0,0.0,0.0,0
u000009,2025-11-10,7,189.10999999999999,12,16,0,0.0,0.0,0.0,0.0,0.0,0
u000009,2025-11-17,7,134.05,5,15,0,0.0,0.0,0.0,0.0,0.0,0
u000009,2025-11-24,7,243.45999999999998,8,26,0,1.0,0.0,0.0,0.0,0.0,0
u000009,2025-12-01,7,132.97,9,15,0,0.0,0.0,0.0,0.0,0.0,0
u000009,2025-12-08,7,238.59,11,35,1,0.0,0.0,0.0,0.0,0.0,0
u000009,2025-12-15,7,397.28,22,44,1,0.0,0.0,0.0,0.0,0.0,0
u000009,2025-12-22,7,191.1,10,16,0,1.0,0.0,1.0,0.0,0.0,0
u000009,2025-12-29,7,289.12,10,39,1,0.0,0.0,0.0,0.0,0.0,0
u000009,2026-01-05,7,180.86,13,17,0,0.0,0.0,1.0,1.0,0.0,0
u000009,2026-01-12,7,265.11,15,24,1,0.0,0.0,0.0,0.0,0.0,1
u000009,2026-01-19,7,181.5,5,24,0,0.0,0.0,1.0,1.0,0.0,1
u000009,2026-01-26,5,90.28999999999999,7,8,0,0.0,0.0,0.0,0.0,0.0,0
u000010,2025-06-30,3,0.0,0,0,0,1.0,0.0,0.0,0.0,0.0,0
u000010,2025-07-07,7,24.3,3,2,0,0.0,0.0,0.0,0.0,0.0,0
u000010,2025-07-14,7,45.44,2,5,0,0.0,0.0,0.0,0.0,0.0,0
u000010,2025-07-21,7,60.260000000000005,3,9,0,0.0,0.0,0.0,0.0,0.0,0
u000010,2025-07-28,7,33.769999999999996,3,5,0,2.0,1.0,0.0,0.0,0.0,0
u000010,2025-08-04,7,55.76,3,7,0,0.0,0.0,0.0,0.0,0.0,0
u000010,2025-08-11,7,74.41,4,6,0,0.0,0.0,0.0,0.0,0.0,0
u000010,2025-08-18,7,14.86,1,1,0,0.0,0.0,0.0,0.0,0.0,0
u000010,2025-08-25,7,36.519999999999996,4,2,0,1.0,0.0,0.0,0.0,0.0,0
u000010,2025-09-01,7,24.72,1,3,0,0.0,0.0,0.0,0.0,0.0,0
u000010,2025-09-08,7,64.34,3,10,0,0.0,0.0,0.0,0.0,0.0,0
u000010,2025-09-15,7,131.64,6,17,0,0.0,0.0,0.0,0.0,0.0,0
u000010,2025-09-22,7,184.57,11,21,1,0.0,0.0,0.0,0.0,0.0,0
u000010,2025-09-29,7,43.32,2,4,0,1.0,0.0,0.0,0.0,0.0,0
u000010,2025-10-06,7,68.4,6,9,0,0.0,0.0,0.0,0.0,0.0,0
u000010,2025-10-13,7,16.01,1,2,0,0.0,0.0,0.0,0.0,0.0,0
u000010,2025-10-20,7,83.22,10,10,0,0.0,0.0,1.0,1.0,0.0,0
u000010,2025-10-27,7,85.6,11,6,0,1.0,0.0,0.0,0.0,0.0,0
u000010,2025-11-03,7,112.71,6,18,0,0.0,0.0,0.0,0.0,0.0,0
u000010,2025-11-10,7,43.209999999999994,2,3,0,0.0,0.0,0.0,0.0,0.0,0
u000010,2025-11-17,7,71.78,7,11,0,0.0,0.0,0.0,0.0,0.0,0
u000010,2025-11-24,7,55.16,5,7,0,1.0,1.0,0.0,0.0,0.0,0
u000010,2025-12-01,7,44.1,7,7,0,0.0,0.0,0.0,0.0,0.0,0
u000010,2025-12-08,7,66.00999999999999,3,5,0,0.0,0.0,0.0,0.0,0.0,0
u000010,2025-12-15,7,119.30000000000001,9,8,0,0.0,0.0,0.0,0.0,0.0,0
u000010,2025-12-22,7,7.85,1,2,0,1.0,0.0,0.0,0.0,0.0,0
u000010,2025-12-29,7,57.25,4,6,0,0.0,0.0,0.0,0.0,0.0,0
u000010,2026-01-05,7,88.88,4,6,0,0.0,0.0,0.0,0.0,0.0,0
u000010,2026-01-12,7,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,1
u000010,2026-01-19,6,53.269999999999996,7,7,0,0.0,0.0,0.0,0.0,0.0,1
u000010,2026-01-26,5,15.75,1,1,0,0.0,0.0,0.0,0.0,0.0,0
u000011,2025-09-08,1,65.25,2,6,0,0.0,0.0,0.0,0.0,0.0,0
u000011,2025-09-15,7,187.45,13,15,0,0.0,0.0,0.0,0.0,0.0,0
u000011,2025-09-22,7,117.63,9,8,0,1.0,0.0,0.0,0.0,0.0,0
u000011,2025-09-29,7,233.20999999999998,14,23,0,0.0,0.0,0.0,0.0,0.0,0
u000011,2025-10-06,7,125.66999999999999,6,12,0,0.0,0.0,0.0,0.0,0.0,0
u000011,2025-10-13,7,269.25,16,38,1,0.0,0.0,0.0,0.0,0.0,0
u000011,2025-10-20,7,189.71,11,17,0,1.0,0.0,0.0,0.0,0.0,0
u000011,2025-10-27,7,248.84,19,27,1,0.0,0.0,0.0,0.0,0.0,0
u000011,2025-11-03,7,368.45,21,34,1,0.0,0.0,0.0,0.0,0.0,0
u000011,2025-11-10,7,131.76999999999998,7,11,0,0.0,0.0,0.0,0.0,0.0,0
u000011,2025-11-17,7,238.6,16,14,0,2.0,1.0,0.0,0.0,0.0,0
u000011,2025-11-24,7,60.46,3,5,0,0.0,0.0,0.0,0.0,0.0,0
u000011,2025-12-01,7,120.88,6,13,0,0.0,0.0,0.0,0.0,0.0,0
u000011,2025-12-08,7,341.75,25,45,1,0.0,0.0,0.0,0.0,0.0,0
u000011,2025-12-15,7,150.10999999999999,7,13,0,1.0,0.0,0.0,0.0,0.0,0
u000011,2025-12-22,7,181.14000000000001,10,17,0,0.0,0.0,0.0,0.0,0.0,0
u000011,2025-12-29,7,195.5,15,11,0,0.0,0.0,0.0,0.0,0.0,0
u000011,2026-01-05,7,298.38,14,24,1,0.0,0.0,0.0,0.0,0.0,0
u000011,2026-01-12,7,143.88,10,16,0,0.0,0.0,1.0,0.0,0.0,1
u000011,2026-01-19,7,287.88,7,31,0,0.0,0.0,0.0,0.0,0.0,1
u000011,2026-01-26,5,117.63,5,10,0,0.0,0.0,0.0,0.0,0.0,0
u000012,2025-12-29,1,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0
u000012,2026-01-05,7,60.230000000000004,6,7,0,1.0,0.0,0.0,0.0,0.0,0
u000012,2026-01-12,7,17.89,1,1,0,0.0,0.0,0.0,0.0,0.0,1
u000012,2026-01-19,7,91.31,5,8,0,0.0,0.0,0.0,0.0,0.0,1
u000012,2026-01-26,5,0.0,0,0,0,0.0,0.0,1.0,0.0,0.0,0
u000013,2025-11-03,5,9.19,1,2,0,1.0,0.0,0.0,0.0,0.0,0
u000013,2025-11-10,7,70.32,8,9,0,0.0,0.0,0.0,0.0,0.0,0
u000013,2025-11-17,7,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0
u000013,2025-11-24,7,39.41,5,6,0,0.0,0.0,0.0,0.0,0.0,0
u000013,2025-12-01,7,0.0,0,0,0,1.0,0.0,0.0,0.0,0.0,0
u000013,2025-12-08,7,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0
u000013,2025-12-15,7,17.28,1,2,0,0.0,0.0,0.0,0.0,0.0,0
u000013,2025-12-22,7,66.07,6,7,0,0.0,0.0,0.0,0.0,0.0,0
u000013,2025-12-29,7,21.35,1,3,0,0.0,0.0,0.0,0.0,0.0,0
u000013,2026-01-05,6,68.18,4,11,0,0.0,0.0,0.0,0.0,0.0,0
u000013,2026-01-12,7,53.57,7,6,0,0.0,0.0,0.0,0.0,0.0,1
u000013,2026-01-19,7,86.97,4,12,0,0.0,0.0,1.0,0.0,0.0,1
u000013,2026-01-26,5,64.25,2,7,0,0.0,0.0,0.0,0.0,0.0,0
u000014,2025-11-10,5,32.97,1,4,0,0.0,0.0,0.0,0.0,0.0,0
u000014,2025-11-17,7,41.97,4,3,0,1.0,0.0,0.0,0.0,0.0,0
u000014,2025-11-24,7,85.17,4,11,0,0.0,0.0,0.0,0.0,0.0,0
u000014,2025-12-01,7,35.83,3,2,0,0.0,0.0,0.0,0.0,0.0,0
u000014,2025-12-08,6,28.51,2,10,0,0.0,0.0,0.0,0.0,0.0,0
u000014,2025-12-15,7,84.41,6,12,0,1.0,0.0,0.0,0.0,0.0,0
u000014,2025-12-22,7,101.03999999999999,6,11,0,0.0,0.0,0.0,0.0,0.0,0
u000014,2025-12-29,7,40.66,3,4,0,0.0,0.0,0.0,0.0,0.0,1
u000014,2026-01-05,7,55.69,5,5,0,0.0,0.0,0.0,0.0,0.0,1
u000014,2026-01-12,7,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0
u000014,2026-01-19,7,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0
u000014,2026-01-26,4,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0
u000015,2025-10-27,2,41.79,4,6,0,1.0,0.0,0.0,0.0,0.0,0
u000015,2025-11-03,7,39.67,2,7,0,0.0,0.0,0.0,0.0,0.0,0
u000015,2025-11-10,7,20.3,1,3,0,0.0,0.0,0.0,0.0,0.0,0
u000015,2025-11-17,7,86.55999999999999,4,8,0,0.0,0.0,0.0,0.0,0.0,0
u000015,2025-11-24,7,53.48,4,7,0,0.0,0.0,0.0,0.0,0.0,0
u000015,2025-12-01,7,14.22,1,1,0,1.0,0.0,0.0,0.0,0.0,0
u000015,2025-12-08,7,152.71,8,20,0,0.0,0.0,0.0,0.0,0.0,0
u000015,2025-12-15,7,57.72,3,3,0,0.0,0.0,0.0,0.0,0.0,1
u000015,2025-12-22,7,13.54,1,1,0,0.0,0.0,0.0,0.0,0.0,1
u000015,2025-12-29,7,24.88,1,1,0,0.0,0.0,0.0,0.0,0.0,0
u000015,2026-01-05,7,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0
u000015,2026-01-12,7,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0
u000015,2026-01-19,6,0.0,0,0,0,0.0,0.0,1.0,0.0,0.0,0
u000015,2026-01-26,5,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0
u000016,2025-11-17,6,82.23,7,4,0,1.0,0.0,0.0,0.0,0.0,0
u000016,2025-11-24,7,183.85,13,26,0,0.0,0.0,0.0,0.0,0.0,0
u000016,2025-12-01,7,79.64,8,7,0,0.0,0.0,0.0,0.0,0.0,0
u000016,2025-12-08,6,33.37,2,3,0,0.0,0.0,0.0,0.0,0.0,0
u000016,2025-12-15,7,93.27,4,13,0,1.0,0.0,0.0,0.0,0.0,0
u000016,2025-12-22,7,150.69,9,13,0,0.0,0.0,0.0,0.0,0.0,0
u000016,2025-12-29,7,22.42,1,1,0,0.0,0.0,0.0,0.0,0.0,0
u000016,2026-01-05,7,70.22999999999999,5,7,0,0.0,0.0,0.0,0.0,0.0,0
u000016,2026-01-12,7,151.22,11,12,0,0.0,0.0,1.0,0.0,0.0,1
u000016,2026-01-19,7,188.99,9,17,0,0.0,0.0,0.0,0.0,0.0,1
u000016,2026-01-26,5,140.71,13,7,1,0.0,0.0,0.0,0.0,0.0,0
u000017,2025-09-08,5,48.34,2,6,0,1.0,0.0,0.0,0.0,0.0,0
u000017,2025-09-15,7,214.72,13,21,0,0.0,0.0,0.0,0.0,0.0,0
u000017,2025-09-22,7,70.03,3,9,0,0.0,0.0,0.0,0.0,0.0,0
