user_id,week_start,active_days_week,total_minutes_week,sessions_week,feature_events_week,has_outlier_usage_week,payment_attempts_week,payment_failures_week,campaign_touches_week,campaign_clicks_week,campaign_redeemed_week,renewal_due_flag,minutes_4w_avg,sessions_4w_avg,active_days_4w_avg,failures_8w_sum,attempts_8w_sum,failures_4w_sum,minutes_drop_pct,sessions_drop_pct,failure_rate_8w,failure_rate_4w,as_of_date,will_churn_14d,tenure_days,days_since_last_active,engagement_band,lifetime_paid_amount,lifetime_paid_months,plan_name,plan_price,price_band,sub_status
u000933,2026-01-12,6,127.77,6,11,0,0.0,0.0,0.0,0.0,0.0,1,137.3775,9.0,6.75,0.0,1.0,0.0,-0.06993503252035428,-0.33333329629630043,0.0,0.0,2026-01-30,0,206,0,high,2495.0,5,Standard,499.0,mid,active
u001369,2026-01-12,7,32.72,4,6,0,0.0,0.0,0.0,0.0,0.0,1,49.873333333333335,3.6666666666666665,6.0,0.0,1.0,0.0,-0.34393796931015974,0.09090906611570929,0.0,0.0,2026-01-30,0,29,0,medium,299.0,1,Basic,299.0,low,active
u000895,2026-01-12,7,98.27,5,9,0,0.0,0.0,0.0,0.0,0.0,1,50.3925,3.25,7.0,0.0,1.0,0.0,0.9500917606768515,0.538461372781116,0.0,0.0,2026-01-30,0,82,0,medium,598.0,2,Basic,299.0,low,active
u001315,2026-01-12,7,265.31,19,35,0,0.0,0.0,0.0,0.0,0.0,1,161.31,10.5,7.0,0.0,1.0,0.0,0.6447213399992477,0.8095237324263113,0.0,0.0,2026-01-30,0,44,0,high,499.0,1,Standard,499.0,mid,active
u000666,2026-01-12,7,202.88,10,31,0,0.0,0.0,1.0,0.0,0.0,1,133.0375,10.25,6.75,0.0,2.0,0.0,0.5249835533215556,-0.02439024152290327,0.0,0.0,2026-01-30,0,96,0,high,897.0,3,Basic,299.0,low,active
u001064,2026-01-12,7,167.52,7,11,0,0.0,0.0,1.0,0.0,0.0,1,207.93,11.75,7.0,0.0,2.0,0.0,-0.1943442495342459,-0.4042552847442311,0.0,0.0,2026-01-30,0,93,0,high,2397.0,3,Premium,799.0,high,active
u001299,2026-01-12,7,50.480000000000004,4,2,0,0.0,0.0,1.0,0.0,0.0,1,44.625,3.0,7.0,1.0,1.0,1.0,0.13120447885256079,0.33333322222225925,0.9999990000010001,0.9999990000010001,2026-01-30,0,137,0,medium,897.0,3,Basic,299.0,low,active
u000779,2026-01-12,7,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2026-01-30,0,202,0,low,499.0,1,Standard,499.0,mid,expired
u001376,2026-01-12,7,30.6,2,3,0,0.0,0.0,0.0,0.0,0.0,1,21.546666666666667,1.6666666666666667,6.333333333333333,0.0,1.0,0.0,0.42017324782611787,0.19999988000007196,0.0,0.0,2026-01-30,1,30,0,low,499.0,1,Standard,499.0,mid,cancelled
u001086,2026-01-12,7,186.35,12,18,0,0.0,0.0,0.0,0.0,0.0,1,98.7475,6.0,6.75,0.0,1.0,0.0,0.8871363742156877,0.9999998333333611,0.0,0.0,2026-01-30,0,60,0,high,499.0,1,Standard,499.0,mid,active
u001368,2026-01-12,7,78.19999999999999,3,9,0,0.0,0.0,0.0,0.0,0.0,1,108.05000000000001,6.75,7.0,0.0,2.0,0.0,-0.2762609877254885,-0.555555473251041,0.0,0.0,2026-01-30,0,157,0,high,1495.0,5,Basic,299.0,low,active
u000864,2026-01-12,7,139.57999999999998,15,21,0,0.0,0.0,0.0,0.0,0.0,1,172.145,11.75,7.0,0.0,1.0,0.0,-0.18917191792284474,0.27659572114078973,0.0,0.0,2026-01-30,0,77,0,high,998.0,2,Standard,499.0,mid,active
u001065,2026-01-12,7,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,69.94749999999999,5.0,7.0,1.0,1.0,1.0,-0.9999999857035636,-0.99999980000004,0.9999990000010001,0.9999990000010001,2026-01-30,0,81,0,medium,799.0,1,Premium,799.0,high,expired
u001298,2026-01-12,7,101.93,7,9,0,0.0,0.0,0.0,0.0,0.0,1,124.55250000000001,8.75,7.0,0.0,2.0,0.0,-0.18163023478749737,-0.19999997714285978,0.0,0.0,2026-01-30,1,101,0,medium,1497.0,3,Standard,499.0,mid,cancelled
u001118,2026-01-12,6,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,6.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2026-01-30,0,123,0,low,998.0,2,Standard,499.0,mid,cancelled
u001316,2026-01-12,7,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2026-01-30,0,195,0,medium,2397.0,3,Premium,799.0,high,cancelled
u001119,2026-01-12,7,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,44.97499999999998,4.25,7.0,0.0,1.0,0.0,-0.9999999777654258,-0.9999997647059377,0.0,0.0,2026-01-30,0,89,0,medium,598.0,2,Basic,299.0,low,cancelled
u001066,2026-01-12,7,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2026-01-30,0,173,0,low,299.0,1,Basic,299.0,low,cancelled
u001304,2026-01-12,7,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,32.01,2.75,6.75,0.0,1.0,0.0,-0.9999999687597636,-0.9999996363637685,0.0,0.0,2026-01-30,0,46,0,low,299.0,1,Basic,299.0,low,cancelled
u000760,2026-01-12,7,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,6.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2026-01-30,0,87,0,low,0.0,0,Standard,499.0,mid,expired
u001115,2026-01-12,7,71.91,4,9,0,0.0,0.0,0.0,0.0,0.0,1,55.67,3.25,7.0,0.0,2.0,0.0,0.2917190534988493,0.23076915976333545,0.0,0.0,2026-01-30,0,222,0,high,5593.0,7,Premium,799.0,high,active
u000005,2026-01-12,7,232.74,13,27,0,0.0,0.0,0.0,0.0,0.0,1,119.0,8.25,7.0,0.0,2.0,0.0,0.9557983112958126,0.5757575059687872,0.0,0.0,2026-01-30,0,162,0,high,1495.0,5,Basic,299.0,low,active
u001321,2026-01-12,6,26.8,3,2,0,0.0,0.0,1.0,1.0,0.0,1,29.52000000000001,1.75,6.5,0.0,1.0,0.0,-0.09214091828790956,0.7142853061226823,0.0,0.0,2026-01-30,0,242,0,medium,2093.0,7,Basic,299.0,low,active
u002433,2026-01-12,7,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2026-01-30,0,230,0,low,499.0,1,Standard,499.0,mid,cancelled
u000789,2026-01-12,7,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,6.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2026-01-30,0,134,0,low,299.0,1,Basic,299.0,low,expired
u000897,2026-01-12,7,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,1,162.7875,9.75,6.75,0.0,1.0,0.0,-0.9999999938570222,-0.999999897435908,0.0,0.0,2026-01-30,0,143,0,high,3196.0,4,Premium,799.0,high,active
u001297,2026-01-12,7,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2026-01-30,0,204,0,low,299.0,1,Basic,299.0,low,cancelled
u000046,2026-01-12,7,155.47,15,16,0,0.0,0.0,0.0,0.0,0.0,1,107.29,9.0,5.333333333333333,0.0,1.0,0.0,0.44906328223447395,0.6666665925926009,0.0,0.0,2026-01-30,0,27,0,high,499.0,1,Standard,499.0,mid,active
u002469,2026-01-12,7,82.68,5,9,0,0.0,0.0,0.0,0.0,0.0,1,57.56749999999999,4.0,7.0,0.0,1.0,0.0,0.43622703024750065,0.24999993750001562,0.0,0.0,2026-01-30,0,264,0,medium,2392.0,8,Basic,299.0,low,active
u002430,2026-01-12,7,0.0,0,0,0,0.0,0.0,1.0,0.0,0.0,1,133.17000000000002,6.25,7.0,0.0,1.0,0.0,-0.9999999924908013,-0.9999998400000256,0.0,0.0,2026-01-30,0,203,0,high,4794.0,6,Premium,799.0,high,active
u000866,2026-01-12,7,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2026-01-30,0,95,0,low,499.0,1,Standard,499.0,mid,cancelled
u000662,2026-01-12,7,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,31.654999999999998,2.5,6.75,0.0,1.0,0.0,-0.999999968409415,-0.99999960000016,0.0,0.0,2026-01-30,0,86,0,low,598.0,2,Basic,299.0,low,cancelled
u002463,2026-01-12,7,211.62,10,24,0,0.0,0.0,0.0,0.0,0.0,1,172.3675,11.25,7.0,0.0,1.0,0.0,0.2277256430143406,-0.11111110123456878,0.0,0.0,2026-01-30,0,151,0,high,3196.0,4,Premium,799.0,high,active
u000944,2026-01-12,7,338.78,20,26,1,0.0,0.0,0.0,0.0,0.0,1,208.8725,14.25,7.0,0.0,1.0,0.0,0.6219463997321504,0.40350874361342154,0.0,0.0,2026-01-30,0,151,0,high,3196.0,4,Premium,799.0,high,active
u000636,2026-01-12,7,248.35,13,23,1,0.0,0.0,1.0,0.0,0.0,1,176.4525,10.0,7.0,0.0,2.0,0.0,0.40746092910295456,0.299999970000003,0.0,0.0,2026-01-30,0,98,0,high,1497.0,3,Standard,499.0,mid,active
u000856,2026-01-12,7,150.11,7,27,1,0.0,0.0,1.0,0.0,0.0,1,78.17750000000001,4.0,7.0,0.0,1.0,0.0,0.9201176691488258,0.7499998125000469,0.0,0.0,2026-01-30,0,57,0,low,299.0,1,Basic,299.0,low,active
u000884,2026-01-12,7,66.71000000000001,5,6,0,0.0,0.0,0.0,0.0,0.0,1,37.792500000000004,3.25,7.0,0.0,1.0,0.0,0.7651650257282524,0.538461372781116,0.0,0.0,2026-01-30,0,232,0,low,2093.0,7,Basic,299.0,low,active
u000045,2026-01-12,7,226.5,15,25,0,0.0,0.0,0.0,0.0,0.0,1,140.5,10.0,7.0,0.0,1.0,0.0,0.6120996397715328,0.499999950000005,0.0,0.0,2026-01-30,0,253,0,high,3992.0,8,Standard,499.0,mid,active
u001090,2026-01-12,7,44.519999999999996,3,5,0,0.0,0.0,0.0,0.0,0.0,1,89.485,7.0,6.75,0.0,1.0,0.0,-0.5024864446277427,-0.57142848979593,0.0,0.0,2026-01-30,0,235,0,medium,2093.0,7,Basic,299.0,low,active
u001067,2026-01-12,7,17.66,1,2,0,0.0,0.0,1.0,0.0,0.0,1,30.845,2.75,6.75,0.0,1.0,0.0,-0.42745986618706866,-0.6363634049587618,0.0,0.0,2026-01-30,0,38,0,low,299.0,1,Basic,299.0,low,active
u000929,2026-01-12,7,61.980000000000004,5,4,0,0.0,0.0,0.0,0.0,0.0,1,53.815,4.25,7.0,0.0,1.0,0.0,0.1517234943468645,0.17647054671281254,0.0,0.0,2026-01-30,0,165,0,medium,2495.0,5,Standard,499.0,mid,active
u001117,2026-01-12,7,47.22,6,9,0,1.0,0.0,0.0,0.0,0.0,1,37.53,3.5,4.5,1.0,2.0,1.0,0.25819343836415026,0.7142855102041399,0.499999750000125,0.499999750000125,2026-01-30,0,21,0,medium,299.0,1,Basic,299.0,low,active
u001314,2026-01-12,7,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,3.082499999999993,0.25,7.0,0.0,1.0,0.0,-0.999999675588102,-0.9999960000160001,0.0,0.0,2026-01-30,0,56,0,low,299.0,1,Basic,299.0,low,cancelled
u000931,2026-01-12,7,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,187.765,13.75,7.0,0.0,1.0,0.0,-0.9999999946741939,-0.9999999272727326,0.0,0.0,2026-01-30,0,136,0,high,3196.0,4,Premium,799.0,high,cancelled
u001319,2026-01-12,7,28.11,1,6,0,0.0,0.0,0.0,0.0,0.0,1,56.3475,2.75,7.0,0.0,2.0,0.0,-0.5011313633944476,-0.6363634049587618,0.0,0.0,2026-01-30,0,158,0,medium,2495.0,5,Standard,499.0,mid,active
u000023,2026-01-12,7,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,6.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2026-01-30,0,225,0,medium,1495.0,5,Basic,299.0,low,cancelled
u001127,2026-01-12,7,62.77,4,7,0,0.0,0.0,0.0,0.0,0.0,1,62.970000000000006,4.0,7.0,0.0,1.0,0.0,-0.00317611556016972,0.0,0.0,0.0,2026-01-30,0,56,0,low,499.0,1,Standard,499.0,mid,active
u000664,2026-01-12,7,42.209999999999994,3,3,0,0.0,0.0,1.0,0.0,0.0,1,49.025,3.5,7.0,0.0,2.0,0.0,-0.13901070598652318,-0.142857102040828,0.0,0.0,2026-01-30,0,220,0,low,3493.0,7,Standard,499.0,mid,active
u000792,2026-01-12,7,37.54,3,4,0,0.0,0.0,1.0,1.0,0.0,1,66.0475,7.5,7.0,0.0,2.0,0.0,-0.43162117519026194,-0.5999999200000107,0.0,0.0,2026-01-30,0,156,0,medium,2495.0,5,Standard,499.0,mid,active
u000932,2026-01-12,7,56.53,4,9,0,0.0,0.0,0.0,0.0,0.0,1,45.66,3.75,7.0,0.0,2.0,0.0,0.2380639457279032,0.06666664888889362,0.0,0.0,2026-01-30,0,95,0,low,897.0,3,Basic,299.0,low,active
u001116,2026-01-12,7,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,1,20.1875,1.25,7.0,0.0,1.0,0.0,-0.9999999504643987,-0.99999920000064,0.0,0.0,2026-01-30,0,147,0,low,1996.0,4,Standard,499.0,mid,active
u000777,2026-01-12,7,167.24,13,21,0,0.0,0.0,1.0,0.0,0.0,1,84.94500000000002,6.5,7.0,0.0,1.0,0.0,0.9688033319347418,0.9999998461538698,0.0,0.0,2026-01-30,0,164,0,high,1495.0,5,Basic,299.0,low,active
u000635,2026-01-12,7,89.28,8,10,0,0.0,0.0,0.0,0.0,0.0,1,129.42,9.0,7.0,0.0,1.0,0.0,-0.3101529878677716,-0.11111109876543349,0.0,0.0,2026-01-30,0,225,0,medium,2093.0,7,Basic,299.0,low,active
u001320,2026-01-12,7,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,53.815,3.75,7.0,0.0,1.0,0.0,-0.9999999814178206,-0.9999997333334044,0.0,0.0,2026-01-30,0,171,0,medium,2495.0,5,Standard,499.0,mid,cancelled
u000022,2026-01-12,7,222.53,9,18,0,0.0,0.0,1.0,0.0,0.0,1,220.63,10.5,6.75,0.0,1.0,0.0,0.008611702811894589,-0.142857129251702,0.0,0.0,2026-01-30,0,177,0,high,3995.0,5,Premium,799.0,high,active
u001377,2026-01-12,7,177.5,11,15,0,0.0,0.0,0.0,0.0,0.0,1,87.00333333333333,4.666666666666667,6.0,0.0,1.0,0.0,1.0401517063696597,1.3571425663265928,0.0,0.0,2026-01-30,1,29,0,medium,499.0,1,Standard,499.0,mid,cancelled
u000663,2026-01-12,7,108.16000000000001,6,12,0,0.0,0.0,0.0,0.0,0.0,1,141.475,10.0,7.0,0.0,1.0,0.0,-0.23548329927207412,-0.39999996000000404,0.0,0.0,2026-01-30,0,262,0,high,2392.0,8,Basic,299.0,low,active
u002465,2026-01-12,7,40.17,3,4,0,0.0,0.0,0.0,0.0,0.0,1,53.33500000000001,3.5,6.75,0.0,2.0,0.0,-0.24683603174583243,-0.142857102040828,0.0,0.0,2026-01-30,0,154,0,low,1495.0,5,Basic,299.0,low,active
u001366,2026-01-12,7,147.26,13,14,0,0.0,0.0,0.0,0.0,0.0,1,196.8025,9.5,7.0,0.0,1.0,0.0,-0.25173714636888694,0.36842101385041964,0.0,0.0,2026-01-30,0,266,0,high,5593.0,7,Premium,799.0,high,active
u000930,2026-01-12,7,305.35,20,24,1,0.0,0.0,0.0,0.0,0.0,1,296.5375,20.0,7.0,1.0,3.0,1.0,0.029717995094320295,0.0,0.33333322222225925,0.33333322222225925,2026-01-30,0,125,0,high,3196.0,4,Premium,799.0,high,active
u000885,2026-01-12,7,94.77000000000001,8,8,0,0.0,0.0,0.0,0.0,0.0,1,128.225,8.0,7.0,0.0,2.0,0.0,-0.26090855713855665,0.0,0.0,0.0,2026-01-30,0,66,0,high,998.0,2,Standard,499.0,mid,active
u001300,2026-01-12,7,373.06,17,30,1,0.0,0.0,0.0,0.0,0.0,1,270.9375,12.25,7.0,0.0,1.0,0.0,0.3769227206388089,0.3877550703873412,0.0,0.0,2026-01-30,0,263,0,high,6392.0,8,Premium,799.0,high,active
u001063,2026-01-12,7,165.52,11,12,0,0.0,0.0,0.0,0.0,0.0,1,180.46,10.75,7.0,0.0,1.0,0.0,-0.08278842911011619,0.023255811790157045,0.0,0.0,2026-01-30,0,234,0,high,3493.0,7,Standard,499.0,mid,active
u000757,2026-01-12,7,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2026-01-30,0,85,0,low,299.0,1,Basic,299.0,low,cancelled
u000891,2026-01-12,7,50.68,3,5,0,0.0,0.0,0.0,0.0,0.0,1,55.74750000000001,5.0,7.0,1.0,3.0,1.0,-0.0909009356311776,-0.399999920000016,0.33333322222225925,0.33333322222225925,2026-01-30,0,245,0,medium,3992.0,8,Standard,499.0,mid,active
u001302,2026-01-12,7,117.57000000000001,5,13,0,0.0,0.0,0.0,0.0,0.0,1,147.395,8.5,6.75,0.0,1.0,0.0,-0.20234743239358574,-0.4117646574394521,0.0,0.0,2026-01-30,0,170,0,high,2495.0,5,Standard,499.0,mid,active
u002432,2026-01-12,6,71.05000000000001,4,7,0,0.0,0.0,1.0,0.0,0.0,1,96.8525,5.0,6.75,0.0,1.0,0.0,-0.2664102602781522,-0.199999960000008,0.0,0.0,2026-01-30,0,139,0,high,3196.0,4,Premium,799.0,high,active
u001374,2026-01-12,7,184.93,13,24,0,0.0,0.0,0.0,0.0,0.0,1,155.1225,9.25,6.75,1.0,3.0,1.0,0.19215458626469673,0.4054053615777988,0.33333322222225925,0.33333322222225925,2026-01-30,0,165,0,high,2495.0,5,Standard,499.0,mid,active
u000859,2026-01-12,7,82.78,5,8,0,0.0,0.0,2.0,0.0,0.0,1,45.85000000000001,3.75,7.0,0.0,2.0,0.0,0.8054525451373488,0.33333324444446816,0.0,0.0,2026-01-30,0,103,0,low,897.0,3,Basic,299.0,low,active
u000633,2026-01-12,7,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,6.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2026-01-30,0,162,0,low,499.0,1,Standard,499.0,mid,cancelled
u002464,2026-01-12,7,123.85,6,10,0,0.0,0.0,0.0,0.0,0.0,1,165.545,10.0,6.75,0.0,2.0,0.0,-0.2518650502771751,-0.39999996000000404,0.0,0.0,2026-01-30,0,123,0,high,1196.0,4,Basic,299.0,low,active
u001307,2026-01-12,7,71.91,9,12,0,0.0,0.0,0.0,0.0,0.0,1,95.2125,6.75,7.0,0.0,1.0,0.0,-0.24474202184858065,0.3333332839506246,0.0,0.0,2026-01-30,0,207,0,medium,1794.0,6,Basic,299.0,low,active
u001092,2026-01-12,7,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,13.5525,0.5,7.0,0.0,1.0,0.0,-0.9999999262128814,-0.999998000004,0.0,0.0,2026-01-30,0,158,0,medium,1196.0,4,Basic,299.0,low,cancelled
u000940,2026-01-12,7,145.23000000000002,4,13,0,0.0,0.0,0.0,0.0,0.0,1,131.69500000000002,7.5,6.75,0.0,1.0,0.0,0.10277535135900864,-0.46666660444445274,0.0,0.0,2026-01-30,0,143,0,medium,1196.0,4,Basic,299.0,low,active
u001124,2026-01-12,7,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,64.1625,5.0,7.0,1.0,1.0,1.0,-0.9999999844145726,-0.99999980000004,0.9999990000010001,0.9999990000010001,2026-01-30,0,209,0,medium,1495.0,5,Basic,299.0,low,expired
u000791,2026-01-12,7,75.84,6,4,0,0.0,0.0,0.0,0.0,0.0,1,44.09499999999999,3.75,7.0,0.0,2.0,0.0,0.7199228774254937,0.5999998400000427,0.0,0.0,2026-01-30,0,246,0,low,3992.0,8,Standard,499.0,mid,active
u000941,2026-01-12,7,64.28,3,5,0,0.0,0.0,1.0,0.0,0.0,1,77.04,5.5,6.75,0.0,2.0,0.0,-0.16562824291759815,-0.4545453719008415,0.0,0.0,2026-01-30,0,97,0,high,1497.0,3,Standard,499.0,mid,active
u000890,2026-01-12,6,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,27.9225,2.0,6.75,1.0,2.0,1.0,-0.9999999641865891,-0.99999950000025,0.499999750000125,0.499999750000125,2026-01-30,0,203,0,low,2994.0,6,Standard,499.0,mid,cancelled
u001122,2026-01-12,7,102.53,4,11,0,0.0,0.0,1.0,0.0,0.0,1,53.2575,2.75,6.75,0.0,2.0,0.0,0.9251748406294918,0.4545452892562584,0.0,0.0,2026-01-30,0,249,0,medium,2392.0,8,Basic,299.0,low,active
u000860,2026-01-12,7,143.34,10,15,0,0.0,0.0,0.0,0.0,0.0,1,180.35750000000002,9.5,6.75,0.0,1.0,0.0,-0.20524513699044883,0.0526315734072028,0.0,0.0,2026-01-30,0,69,0,high,1598.0,2,Premium,799.0,high,active
u001059,2026-01-12,7,104.97,6,10,0,0.0,0.0,0.0,0.0,0.0,1,112.785,7.25,6.25,1.0,2.0,1.0,-0.06929112852514846,-0.1724137693222387,0.499999750000125,0.499999750000125,2026-01-30,0,164,0,high,1196.0,4,Basic,299.0,low,active
u000669,2026-01-12,7,15.990000000000002,3,3,0,0.0,0.0,0.0,0.0,0.0,1,33.305,3.0,7.0,0.0,1.0,0.0,-0.5198918925118783,0.0,0.0,0.0,2026-01-30,0,40,0,low,299.0,1,Basic,299.0,low,active
u001061,2026-01-12,7,11.84,1,1,0,0.0,0.0,0.0,0.0,0.0,1,62.28,5.25,7.0,0.0,1.0,0.0,-0.8098908026671354,-0.8095236553288275,0.0,0.0,2026-01-30,0,77,0,medium,998.0,2,Standard,499.0,mid,cancelled
u002421,2026-01-12,7,150.67000000000002,7,19,0,0.0,0.0,0.0,0.0,0.0,1,214.64750000000004,11.25,7.0,0.0,1.0,0.0,-0.298058443270672,-0.37777774419753385,0.0,0.0,2026-01-30,0,206,0,high,4794.0,6,Premium,799.0,high,active
u000043,2026-01-12,7,127.37,6,14,0,0.0,0.0,1.0,0.0,0.0,1,83.80499999999999,6.5,7.0,1.0,3.0,1.0,0.5198377123102715,-0.07692306508875922,0.33333322222225925,0.33333322222225925,2026-01-30,0,95,0,medium,897.0,3,Basic,299.0,low,active
