user_id,signup_date,city_tier,segment,preferred_device,acquisition_channel,last_active_date,avg_daily_minutes,lifetime_paid_amount,lifetime_paid_months,plan_id,sub_status,sub_end_date,sub_start_date,plan_name,plan_price,tier,tenure_days,days_since_last_active,engagement_band,price_band
u000031,2025-08-26,2,value,mobile,paid_social,2026-01-30,8.256103896103896,1495.0,5,PLN_BASIC,active,2026-01-30,2025-08-27,Basic,299.0,low,157,0,low,low
u000032,2025-07-01,2,regular,web,organic,2026-01-30,10.460970873786408,2495.0,5,PLN_STD,cancelled,2025-12-04,2025-07-07,Standard,499.0,mid,213,0,medium,mid
u000033,2025-05-28,2,premium,web,email,2026-01-30,0.0,0.0,0,PLN_PREM,expired,2025-07-03,2025-06-03,Premium,799.0,high,247,0,low,high
u000034,2025-09-21,2,value,web,organic,2026-01-30,6.752403100775195,897.0,3,PLN_BASIC,cancelled,2025-12-21,2025-09-22,Basic,299.0,low,131,0,low,low
u000035,2025-12-13,3,regular,mobile,paid_social,2026-01-30,14.963061224489797,499.0,1,PLN_STD,active,2026-01-30,2025-12-14,Standard,499.0,mid,48,0,medium,mid
u000036,2025-05-21,3,premium,mobile,organic,2026-01-30,5.478415841584159,998.0,2,PLN_STD,expired,2025-08-25,2025-05-27,Standard,499.0,mid,254,0,low,mid
u000037,2025-12-06,2,premium,web,paid_social,2026-01-30,25.551698113207546,499.0,1,PLN_STD,active,2026-01-30,2025-12-09,Standard,499.0,mid,55,0,high,mid
u000038,2025-11-28,2,value,mobile,paid_social,2026-01-30,5.895714285714286,598.0,2,PLN_BASIC,active,2026-01-30,2025-11-30,Basic,299.0,low,63,0,low,low
u000039,2025-07-13,2,value,web,organic,2026-01-30,9.280650000000001,1794.0,6,PLN_BASIC,active,2026-01-30,2025-07-19,Basic,299.0,low,201,0,medium,low
u000040,2025-10-10,2,regular,mobile,referral,2026-01-30,14.665636363636365,1497.0,3,PLN_STD,active,2026-01-30,2025-10-16,Standard,499.0,mid,112,0,medium,mid
u000041,2025-06-15,2,value,mobile,referral,2026-01-30,8.225666666666667,2093.0,7,PLN_BASIC,active,2026-01-30,2025-06-17,Basic,299.0,low,229,0,low,low
u000042,2025-11-11,2,value,mobile,referral,2026-01-30,2.508,299.0,1,PLN_BASIC,cancelled,2025-12-18,2025-11-18,Basic,299.0,low,80,0,low,low
u000043,2025-10-27,2,value,mobile,organic,2026-01-30,10.362526315789474,897.0,3,PLN_BASIC,active,2026-01-30,2025-10-30,Basic,299.0,low,95,0,medium,low
u000044,2025-08-01,2,value,mobile,paid_social,2026-01-30,1.0941758241758242,299.0,1,PLN_BASIC,cancelled,2025-09-05,2025-08-06,Basic,299.0,low,182,0,low,low
u000045,2025-05-22,2,regular,web,search,2026-01-30,17.058125,3992.0,8,PLN_STD,active,2026-01-30,2025-05-23,Standard,499.0,mid,253,0,high,mid
u000046,2026-01-03,2,regular,mobile,paid_social,2026-01-30,19.63214285714286,499.0,1,PLN_STD,active,2026-01-30,2026-01-07,Standard,499.0,mid,27,0,high,mid
u000047,2025-08-24,1,regular,mobile,search,2026-01-30,16.851518987341773,2495.0,5,PLN_STD,active,2026-01-30,2025-08-30,Standard,499.0,mid,159,0,high,mid
u000048,2025-12-15,1,regular,mobile,paid_social,2026-01-30,11.142826086956523,499.0,1,PLN_STD,cancelled,2026-01-20,2025-12-21,Standard,499.0,mid,46,0,medium,mid
u000049,2025-10-22,2,regular,web,organic,2026-01-30,17.27851485148515,897.0,3,PLN_BASIC,active,2026-01-30,2025-10-22,Basic,299.0,low,100,0,high,low
u000050,2025-11-16,2,value,mobile,search,2026-01-30,1.7222666666666664,0.0,0,PLN_STD,expired,2025-12-23,2025-11-23,Standard,499.0,mid,75,0,low,mid
u000051,2025-11-11,1,value,web,organic,2026-01-30,10.303749999999999,598.0,2,PLN_BASIC,active,2026-01-30,2025-11-12,Basic,299.0,low,80,0,medium,low
u000052,2025-06-22,2,value,web,organic,2026-01-30,8.542307692307691,2495.0,5,PLN_STD,active,2026-01-30,2025-06-22,Standard,499.0,mid,222,0,medium,mid
u000053,2025-08-04,3,value,web,organic,2026-01-30,2.1706214689265537,299.0,1,PLN_BASIC,expired,2025-10-06,2025-08-07,Basic,299.0,low,179,0,low,low
u000054,2025-08-30,2,value,web,organic,2026-01-30,2.3470394736842106,998.0,2,PLN_STD,cancelled,2025-10-31,2025-09-01,Standard,499.0,mid,153,0,low,mid
u000055,2025-09-06,3,value,mobile,referral,2026-01-30,4.312816901408451,598.0,2,PLN_BASIC,cancelled,2025-11-05,2025-09-06,Basic,299.0,low,146,0,low,low
u000056,2025-05-15,3,value,web,search,2026-01-30,7.554563106796117,2392.0,8,PLN_BASIC,active,2026-01-30,2025-05-18,Basic,299.0,low,260,0,low,low
u000057,2025-09-19,2,regular,mobile,organic,2026-01-30,17.327692307692306,2397.0,3,PLN_PREM,active,2026-01-30,2025-09-23,Premium,799.0,high,133,0,high,high
u000058,2025-06-12,2,regular,mobile,referral,2026-01-30,12.455190476190477,1794.0,6,PLN_BASIC,cancelled,2025-12-13,2025-06-16,Basic,299.0,low,232,0,medium,low
u000059,2025-11-07,1,premium,web,email,2026-01-30,7.0211764705882365,799.0,1,PLN_PREM,cancelled,2025-12-07,2025-11-07,Premium,799.0,high,84,0,low,high
u000060,2025-10-23,3,regular,mobile,referral,2026-01-30,16.87418367346939,1497.0,3,PLN_STD,active,2026-01-30,2025-10-27,Standard,499.0,mid,99,0,high,mid
u000061,2025-12-22,2,regular,web,referral,2026-01-30,13.819749999999999,499.0,1,PLN_STD,active,2026-01-30,2025-12-24,Standard,499.0,mid,39,0,medium,mid
u000062,2025-11-07,3,value,mobile,email,2026-01-30,7.776987951807229,598.0,2,PLN_BASIC,active,2026-01-30,2025-11-08,Basic,299.0,low,84,0,low,low
u000063,2025-08-05,2,regular,mobile,paid_social,2026-01-30,18.669209039548022,2495.0,5,PLN_STD,active,2026-01-30,2025-08-11,Standard,499.0,mid,178,0,high,mid
u000064,2026-01-02,1,value,web,email,2026-01-30,4.850689655172414,299.0,1,PLN_BASIC,cancelled,2026-01-30,2026-01-02,Basic,299.0,low,28,0,low,low
u000065,2025-08-16,1,regular,mobile,email,2026-01-30,14.784121212121212,1495.0,5,PLN_BASIC,active,2026-01-30,2025-08-23,Basic,299.0,low,167,0,medium,low
u000066,2025-07-25,2,regular,web,organic,2026-01-30,18.073048128342244,2994.0,6,PLN_STD,active,2026-01-30,2025-07-31,Standard,499.0,mid,189,0,high,mid
u000067,2025-12-18,2,regular,web,referral,2026-01-30,18.33090909090909,0.0,0,PLN_STD,active,2026-01-30,2025-12-21,Standard,499.0,mid,43,0,high,mid
u000068,2025-08-05,1,value,mobile,referral,2026-01-30,8.532584269662921,1495.0,5,PLN_BASIC,active,2026-01-30,2025-08-05,Basic,299.0,low,178,0,medium,low
u000069,2025-05-24,2,regular,web,paid_social,2026-01-30,14.010531400966183,4794.0,6,PLN_PREM,expired,2025-12-27,2025-05-31,Premium,799.0,high,251,0,medium,high
u000070,2025-08-30,3,regular,mobile,referral,2026-01-30,3.9247058823529413,299.0,1,PLN_BASIC,cancelled,2025-10-04,2025-09-04,Basic,299.0,low,153,0,low,low
u000071,2025-11-20,2,regular,web,search,2026-01-30,4.7302898550724635,499.0,1,PLN_STD,cancelled,2025-12-25,2025-11-25,Standard,499.0,mid,71,0,low,mid
u000072,2025-06-21,2,regular,web,search,2026-01-30,18.003014354066988,3493.0,7,PLN_STD,active,2026-01-30,2025-06-27,Standard,499.0,mid,223,0,high,mid
u000073,2025-08-29,1,regular,mobile,paid_social,2026-01-30,13.194563758389261,1996.0,4,PLN_STD,active,2026-01-30,2025-09-02,Standard,499.0,mid,154,0,medium,mid
u000074,2025-06-06,3,value,web,paid_social,2026-01-30,8.937095238095237,3493.0,7,PLN_STD,active,2026-01-30,2025-06-07,Standard,499.0,mid,238,0,medium,mid
u000075,2025-10-24,2,regular,mobile,referral,2026-01-30,17.70438775510204,897.0,3,PLN_BASIC,active,2026-01-30,2025-10-26,Basic,299.0,low,98,0,high,low
u000076,2025-09-01,3,regular,web,referral,2026-01-30,16.294666666666664,897.0,3,PLN_BASIC,active,2026-01-30,2025-09-07,Basic,299.0,low,151,0,medium,low
u000077,2025-07-26,2,value,mobile,paid_social,2026-01-29,6.703743315508021,1794.0,6,PLN_BASIC,cancelled,2026-01-24,2025-07-28,Basic,299.0,low,188,0,low,low
u000078,2025-06-30,2,value,mobile,email,2026-01-30,4.962692307692308,1996.0,4,PLN_STD,cancelled,2025-11-01,2025-07-04,Standard,499.0,mid,214,0,low,mid
u000079,2025-09-23,2,premium,web,organic,2026-01-30,23.70344262295082,1996.0,4,PLN_STD,active,2026-01-30,2025-09-26,Standard,499.0,mid,129,0,high,mid
u000080,2025-10-20,1,regular,web,email,2026-01-30,16.954752475247524,897.0,3,PLN_BASIC,active,2026-01-30,2025-10-24,Basic,299.0,low,102,0,high,low
u000081,2025-12-27,3,regular,web,organic,2026-01-30,21.00142857142857,299.0,1,PLN_BASIC,active,2026-01-30,2026-01-03,Basic,299.0,low,34,0,high,low
u000082,2025-08-22,2,regular,mobile,search,2026-01-30,18.11471337579618,2495.0,5,PLN_STD,active,2026-01-30,2025-08-26,Standard,499.0,mid,161,0,high,mid
u000083,2025-06-14,2,regular,web,organic,2026-01-30,13.596207941489482,1794.0,6,PLN_BASIC,cancelled,2025-12-15,2025-06-18,Basic,299.0,low,230,0,medium,low
u000084,2025-11-30,3,regular,web,search,2026-01-30,9.698524590163935,0.0,0,PLN_BASIC,expired,2026-01-03,2025-12-04,Basic,299.0,low,61,0,medium,low
u000085,2025-10-10,3,value,mobile,search,2026-01-30,8.094424778761061,1497.0,3,PLN_STD,active,2026-01-30,2025-10-13,Standard,499.0,mid,112,0,low,mid
u000086,2025-10-27,3,regular,web,organic,2026-01-30,14.151276595744681,897.0,3,PLN_BASIC,active,2026-01-30,2025-10-29,Basic,299.0,low,95,0,medium,low
u000087,2025-05-29,1,regular,web,paid_social,2026-01-30,16.781148325358853,3992.0,8,PLN_STD,active,2026-01-30,2025-06-01,Standard,499.0,mid,246,0,high,mid
u000088,2025-07-22,2,value,web,paid_social,2026-01-30,3.304188481675393,897.0,3,PLN_BASIC,cancelled,2025-10-25,2025-07-27,Basic,299.0,low,192,0,low,low
u000089,2025-11-13,3,regular,web,organic,2026-01-30,17.89883116883117,1598.0,2,PLN_PREM,active,2026-01-30,2025-11-14,Premium,799.0,high,78,0,high,high
u000090,2025-11-29,2,value,mobile,paid_social,2026-01-30,4.818412698412699,299.0,1,PLN_BASIC,active,2026-01-30,2025-12-06,Basic,299.0,low,62,0,low,low
u000091,2025-08-22,1,regular,mobile,organic,2026-01-30,17.7823125,1495.0,5,PLN_BASIC,active,2026-01-30,2025-08-27,Basic,299.0,low,161,0,high,low
u000092,2025-11-22,3,regular,mobile,organic,2026-01-30,15.406323529411763,499.0,1,PLN_STD,active,2026-01-30,2025-11-29,Standard,499.0,mid,69,0,medium,mid
u000093,2025-12-02,2,regular,mobile,organic,2026-01-30,21.009473684210526,499.0,1,PLN_STD,active,2026-01-30,2025-12-06,Standard,499.0,mid,59,0,high,mid
u000094,2025-08-10,2,regular,web,paid_social,2026-01-30,17.092947976878612,1196.0,4,PLN_BASIC,active,2026-01-30,2025-08-13,Basic,299.0,low,173,0,high,low
u000095,2025-12-16,3,premium,web,paid_social,2026-01-30,27.822666666666667,799.0,1,PLN_PREM,active,2026-01-30,2025-12-17,Premium,799.0,high,45,0,high,high
u000096,2025-07-16,2,regular,mobile,paid_social,2026-01-30,16.580314136125654,2994.0,6,PLN_STD,active,2026-01-30,2025-07-21,Standard,499.0,mid,198,0,high,mid
u000097,2025-07-04,2,regular,mobile,referral,2026-01-30,13.68645,4794.0,6,PLN_PREM,active,2026-01-30,2025-07-08,Premium,799.0,high,210,0,medium,high
u000098,2025-10-23,2,regular,mobile,paid_social,2026-01-30,13.493030303030302,2397.0,3,PLN_PREM,cancelled,2026-01-25,2025-10-27,Premium,799.0,high,99,0,medium,high
u000099,2025-10-11,2,value,web,referral,2026-01-30,7.468125000000001,897.0,3,PLN_BASIC,active,2026-01-30,2025-10-12,Basic,299.0,low,111,0,low,low
u000100,2025-06-09,1,value,mobile,email,2026-01-30,8.487582938388627,2093.0,7,PLN_BASIC,active,2026-01-30,2025-06-16,Basic,299.0,low,235,0,medium,low
u000101,2025-11-30,3,regular,mobile,search,2026-01-30,14.80032786885246,499.0,1,PLN_STD,active,2026-01-30,2025-12-06,Standard,499.0,mid,61,0,medium,mid
u000102,2025-06-24,3,value,mobile,organic,2026-01-30,6.7705714285714285,2495.0,5,PLN_STD,cancelled,2025-12-25,2025-06-28,Standard,499.0,mid,220,0,low,mid
u000103,2025-11-23,2,value,mobile,organic,2026-01-30,3.3154411764705887,299.0,1,PLN_BASIC,cancelled,2025-12-24,2025-11-24,Basic,299.0,low,68,0,low,low
u000104,2025-05-06,2,regular,web,paid_social,2026-01-30,17.65608695652174,2994.0,6,PLN_STD,active,2026-01-30,2025-05-13,Standard,499.0,mid,269,0,high,mid
u000105,2025-11-21,3,regular,web,search,2026-01-30,15.324857142857143,998.0,2,PLN_STD,active,2026-01-30,2025-11-23,Standard,499.0,mid,70,0,medium,mid
u000106,2025-11-18,1,value,web,organic,2026-01-30,7.012739726027397,598.0,2,PLN_BASIC,cancelled,2026-01-18,2025-11-19,Basic,299.0,low,73,0,low,low
u000107,2025-11-16,2,regular,web,referral,2026-01-30,5.158732394366197,299.0,1,PLN_BASIC,cancelled,2025-12-23,2025-11-23,Basic,299.0,low,75,0,low,low
u000108,2025-10-18,2,regular,mobile,email,2026-01-30,4.543269230769231,299.0,1,PLN_BASIC,cancelled,2025-11-19,2025-10-20,Basic,299.0,low,104,0,low,low
u000109,2025-08-31,2,regular,web,organic,2026-01-30,15.76543624161074,2495.0,5,PLN_STD,active,2026-01-30,2025-09-01,Standard,499.0,mid,152,0,medium,mid
u000110,2025-10-28,1,value,web,organic,2026-01-30,1.3971276595744682,299.0,1,PLN_BASIC,cancelled,2025-12-04,2025-11-04,Basic,299.0,low,94,0,low,low
u000111,2025-07-13,2,regular,web,organic,2026-01-30,14.759346733668343,2495.0,5,PLN_STD,active,2026-01-30,2025-07-14,Standard,499.0,mid,201,0,medium,mid
u000112,2025-11-16,2,value,mobile,search,2026-01-30,7.7494736842105265,598.0,2,PLN_BASIC,active,2026-01-30,2025-11-23,Basic,299.0,low,75,0,low,low
u000113,2025-09-21,2,regular,web,referral,2026-01-30,13.543538461538462,1196.0,4,PLN_BASIC,cancelled,2026-01-24,2025-09-26,Basic,299.0,low,131,0,medium,low
u000114,2025-08-28,1,value,web,paid_social,2026-01-30,8.78603896103896,1495.0,5,PLN_BASIC,active,2026-01-30,2025-09-01,Basic,299.0,low,155,0,medium,low
u000115,2025-09-08,2,premium,mobile,organic,2026-01-30,4.082571428571428,499.0,1,PLN_STD,cancelled,2025-10-13,2025-09-13,Standard,499.0,mid,144,0,low,mid
u000116,2025-09-24,2,value,web,search,2026-01-30,7.668682170542636,1996.0,4,PLN_STD,active,2026-01-30,2025-09-27,Standard,499.0,mid,128,0,low,mid
u000117,2025-05-14,1,regular,web,organic,2026-01-30,15.73207729468599,5593.0,7,PLN_PREM,active,2026-01-30,2025-05-19,Premium,799.0,high,261,0,medium,high
u000118,2025-06-09,1,value,web,search,2026-01-30,9.213495145631068,2093.0,7,PLN_BASIC,active,2026-01-30,2025-06-09,Basic,299.0,low,235,0,medium,low
u000119,2025-07-05,1,regular,mobile,search,2026-01-30,5.956570048309179,1497.0,3,PLN_STD,cancelled,2025-10-06,2025-07-08,Standard,499.0,mid,209,0,low,mid
u000120,2025-06-02,2,regular,mobile,paid_social,2026-01-30,16.970878048780488,2093.0,7,PLN_BASIC,active,2026-01-30,2025-06-05,Basic,299.0,low,242,0,high,low
u000121,2025-08-23,1,value,mobile,search,2026-01-30,6.66075,1495.0,5,PLN_BASIC,active,2026-01-30,2025-08-29,Basic,299.0,low,160,0,low,low
u000122,2025-10-19,3,value,web,referral,2026-01-30,7.97883495145631,897.0,3,PLN_BASIC,active,2026-01-30,2025-10-25,Basic,299.0,low,103,0,low,low
u000123,2025-10-16,2,value,mobile,organic,2026-01-30,8.865377358490566,897.0,3,PLN_BASIC,active,2026-01-30,2025-10-17,Basic,299.0,low,106,0,medium,low
u000124,2025-08-31,3,value,mobile,paid_social,2026-01-30,6.430592105263158,1196.0,4,PLN_BASIC,active,2026-01-30,2025-09-03,Basic,299.0,low,152,0,low,low
u000125,2025-12-05,3,premium,web,organic,2026-01-30,27.69,799.0,1,PLN_PREM,active,2026-01-30,2025-12-12,Premium,799.0,high,56,0,high,high
u000126,2025-09-23,1,regular,unknown,organic,2026-01-30,16.88476923076923,1996.0,4,PLN_STD,active,2026-01-30,2025-09-24,Standard,499.0,mid,129,0,high,mid
u000127,2025-05-24,2,value,web,referral,2026-01-30,9.049190476190477,2392.0,8,PLN_BASIC,active,2026-01-30,2025-05-29,Basic,299.0,low,251,0,medium,low
u000128,2025-11-13,3,premium,mobile,paid_social,2026-01-30,20.782702702702704,1598.0,2,PLN_PREM,active,2026-01-30,2025-11-17,Premium,799.0,high,78,0,high,high
u000129,2025-09-26,2,value,web,organic,2026-01-30,6.428548387096774,1196.0,4,PLN_BASIC,active,2026-01-30,2025-10-01,Basic,299.0,low,126,0,low,low
u000130,2025-10-11,2,regular,web,search,2026-01-30,3.6967272727272724,499.0,1,PLN_STD,cancelled,2025-11-13,2025-10-14,Standard,499.0,mid,111,0,low,mid
u000131,2025-09-23,2,regular,mobile,paid_social,2026-01-30,17.55761904761905,1996.0,4,PLN_STD,active,2026-01-30,2025-09-30,Standard,499.0,mid,129,0,high,mid
u000132,2025-09-20,1,premium,mobile,email,2026-01-30,23.186079999999997,3196.0,4,PLN_PREM,active,2026-01-30,2025-09-27,Premium,799.0,high,132,0,high,high
u000133,2025-05-27,2,regular,mobile,paid_social,2026-01-30,16.133846153846154,6392.0,8,PLN_PREM,active,2026-01-30,2025-05-30,Premium,799.0,high,248,0,medium,high
u000134,2025-09-22,3,regular,mobile,organic,2026-01-30,4.281923076923077,499.0,1,PLN_STD,cancelled,2025-10-29,2025-09-29,Standard,499.0,mid,130,0,low,mid
u000135,2025-11-20,3,premium,web,search,2026-01-30,27.55597014925373,998.0,2,PLN_STD,active,2026-01-30,2025-11-25,Standard,499.0,mid,71,0,high,mid
u000136,2025-07-20,1,value,mobile,organic,2026-01-30,3.13880829015544,299.0,1,PLN_BASIC,expired,2025-09-22,2025-07-24,Basic,299.0,low,194,0,low,low
u000137,2025-10-03,2,premium,unknown,organic,2026-01-30,24.44456140350877,2397.0,3,PLN_PREM,active,2026-01-30,2025-10-10,Premium,799.0,high,119,0,high,high
u000138,2025-05-12,2,regular,web,paid_social,2026-01-30,17.59019138755981,3992.0,8,PLN_STD,active,2026-01-30,2025-05-16,Standard,499.0,mid,263,0,high,mid
u000139,2025-07-31,3,premium,mobile,paid_social,2026-01-30,27.045511363636365,3995.0,5,PLN_PREM,active,2026-01-30,2025-08-06,Premium,799.0,high,183,0,high,high
u000140,2025-08-22,1,value,web,organic,2026-01-30,9.064074074074075,1495.0,5,PLN_BASIC,active,2026-01-30,2025-08-23,Basic,299.0,low,161,0,medium,low
u000141,2026-01-06,3,value,web,referral,2026-01-30,7.9708,299.0,1,PLN_BASIC,active,2026-01-30,2026-01-10,Basic,299.0,low,24,0,low,low
u000142,2025-06-27,3,regular,mobile,paid_social,2026-01-30,16.045317073170732,2994.0,6,PLN_STD,active,2026-01-30,2025-06-27,Standard,499.0,mid,217,0,medium,mid
u000143,2025-07-13,1,regular,web,paid_social,2026-01-30,16.660710659898477,1794.0,6,PLN_BASIC,active,2026-01-30,2025-07-20,Basic,299.0,low,201,0,high,low
u000144,2025-08-15,1,regular,web,organic,2026-01-30,18.035030674846627,2495.0,5,PLN_STD,active,2026-01-30,2025-08-15,Standard,499.0,mid,168,0,high,mid
u000145,2026-01-09,3,premium,mobile,search,2026-01-30,25.017142857142858,499.0,1,PLN_STD,active,2026-01-30,2026-01-12,Standard,499.0,mid,21,0,high,mid
u000146,2025-12-05,1,regular,mobile,organic,2026-01-30,8.089122807017544,799.0,1,PLN_PREM,cancelled,2026-01-09,2025-12-10,Premium,799.0,high,56,0,low,high
u000147,2025-05-13,2,value,mobile,organic,2026-01-30,6.101052631578947,2093.0,7,PLN_BASIC,cancelled,2025-12-13,2025-05-17,Basic,299.0,low,262,0,low,low
u000148,2025-07-02,3,regular,web,organic,2026-01-30,12.859423076923076,1996.0,4,PLN_STD,expired,2025-12-02,2025-07-05,Standard,499.0,mid,212,0,medium,mid
u000149,2025-11-27,2,value,mobile,organic,2026-01-30,6.65375,299.0,1,PLN_BASIC,expired,2026-01-28,2025-11-29,Basic,299.0,low,64,0,low,low
u000150,2025-05-19,2,value,mobile,organic,2026-01-30,8.01909090909091,3493.0,7,PLN_STD,active,2026-01-30,2025-05-19,Standard,499.0,mid,256,0,low,mid
u000151,2025-12-05,2,value,web,organic,2026-01-30,7.762456140350877,299.0,1,PLN_BASIC,active,2026-01-30,2025-12-11,Basic,299.0,low,56,0,low,low
u000152,2025-07-14,1,regular,web,email,2026-01-30,18.568442211055277,2495.0,5,PLN_STD,active,2026-01-30,2025-07-16,Standard,499.0,mid,200,0,high,mid
u000153,2025-12-21,3,regular,web,referral,2026-01-30,17.569473684210525,299.0,1,PLN_BASIC,active,2026-01-30,2025-12-24,Basic,299.0,low,40,0,high,low
u000154,2025-07-17,2,regular,web,search,2026-01-30,6.3954822335025385,1598.0,2,PLN_PREM,cancelled,2025-09-22,2025-07-24,Premium,799.0,high,197,0,low,high
u000155,2025-08-22,1,value,web,email,2026-01-30,5.6278125,1497.0,3,PLN_STD,cancelled,2025-12-26,2025-08-28,Standard,499.0,mid,161,0,low,mid
u000156,2025-10-18,2,regular,mobile,organic,2026-01-30,14.92923076923077,998.0,2,PLN_STD,active,2026-01-30,2025-10-24,Standard,499.0,mid,104,0,medium,mid
u000157,2025-06-05,3,regular,mobile,search,2026-01-30,18.42326923076923,2093.0,7,PLN_BASIC,active,2026-01-30,2025-06-10,Basic,299.0,low,239,0,high,low
