touch_id,user_id,touch_date,channel,campaign_type,offer_pct,delivered,clicked,redeemed
T00000070,U000050,2026-01-19,email,renewal_reminder,0,1,0,0
T00000071,U000052,2025-07-17,email,renewal_reminder,0,1,0,0
T00000072,U000052,2025-08-17,email,renewal_reminder,0,1,0,0
T00000073,U000052,2025-10-17,inapp,renewal_reminder,0,1,0,0
T00000074,U000052,2025-11-13,email,renewal_reminder,0,1,0,0
T00000075,U000052,2026-01-13,push,renewal_reminder,0,1,0,0
T00000076,U000053,2025-09-30,email,renewal_reminder,0,1,0,0
T00000077,U000054,2025-11-27,push,renewal_reminder,0,1,0,0
T00000078,U000055,2025-11-28,email,renewal_reminder,0,1,0,0
T00000079,U000056,2025-08-09,email,renewal_reminder,0,1,1,0
T00000080,U000056,2025-09-08,email,renewal_reminder,0,1,0,0
T00000081,U000057,2025-10-20,email,renewal_reminder,0,1,0,0
T00000082,U000057,2025-11-16,email,renewal_reminder,0,1,0,0
T00000083,U000057,2026-01-16,email,renewal_reminder,0,1,0,0
T00000084,U000058,2025-07-10,email,renewal_reminder,0,1,0,0
T00000085,U000058,2025-09-11,push,renewal_reminder,0,1,0,0
T00000086,U000058,2025-10-08,email,renewal_reminder,0,1,1,0
T00000087,U000058,2025-11-07,email,renewal_reminder,0,1,0,0
T00000088,U000058,2025-12-07,email,renewal_reminder,0,1,0,0
T00000089,U000059,2025-12-03,inapp,renewal_reminder,0,1,0,0
T00000090,U000060,2026-01-19,push,renewal_reminder,0,1,0,0
T00000091,U000062,2026-01-04,inapp,renewal_reminder,0,1,0,0
T00000092,U000063,2025-09-07,email,renewal_reminder,0,1,0,0
T00000093,U000065,2025-09-17,push,renewal_reminder,0,1,0,0
T00000094,U000065,2025-10-18,push,,0,1,0,0
T00000095,U000065,2025-12-15,push,renewal_reminder,0,1,0,0
T00000096,U000066,2025-08-24,push,renewal_reminder,0,1,0,0
T00000097,U000066,2025-11-21,email,renewal_reminder,0,1,0,0
T00000098,U000066,2025-12-23,email,renewal_reminder,0,1,0,0
T00000099,U000068,2025-08-28,push,renewal_reminder,0,1,0,0
T00000100,U000068,2025-10-29,email,renewal_reminder,0,1,0,0
T00000101,U000069,2025-07-26,email,renewal_reminder,0,1,0,0
T00000102,U000069,2025-09-21,email,renewal_reminder,0,1,1,0
T00000103,U000069,2025-11-23,email,renewal_reminder,0,1,1,0
T00000104,U000069,2025-12-24,email,renewal_reminder,0,1,1,0
T00000105,U000070,2025-09-29,inapp,renewal_reminder,0,1,0,0
T00000106,U000070,2025-10-29,email,renewal_reminder,0,1,0,0
T00000107,U000071,2025-12-21,push,renewal_reminder,0,1,0,0
T00000108,U000071,2026-01-21,push,renewal_reminder,0,1,1,0
T00000109,U000072,2025-07-21,push,renewal_reminder,0,1,0,0
T00000110,U000072,2025-08-22,inapp,renewal_reminder,0,1,0,0
T00000111,U000073,2026-01-23,email,renewal_reminder,0,1,0,0
T00000112,U000074,2025-08-01,email,renewal_reminder,0,1,0,0
T00000113,U000074,2025-10-01,email,renewal_reminder,0,1,0,0
T00000114,U000074,2025-10-31,inapp,renewal_reminder,0,1,0,0
T00000115,U000076,2025-09-30,push,renewal_reminder,0,1,1,0
T00000116,U000076,2026-01-01,push,renewal_reminder,0,1,1,0
T00000117,U000077,2025-10-21,email,renewal_reminder,0,1,0,0
T00000118,U000077,2026-01-17,inapp,renewal_reminder,0,1,0,0
T00000119,U000078,2025-07-30,email,renewal_reminder,0,1,0,0
T00000120,U000078,2025-11-25,email,renewal_reminder,0,1,0,0
T00000121,U000079,2025-10-19,email,renewal_reminder,0,1,0,0
T00000122,U000079,2025-12-18,email,renewal_reminder,0,1,1,0
T00000123,U000079,2026-01-19,email,renewal_reminder,0,1,0,0
T00000124,U000080,2025-11-20,inapp,renewal_reminder,0,1,0,0
T00000125,U000080,2026-01-19,email,renewal_reminder,0,1,0,0
T00000126,U000082,2025-12-21,push,renewal_reminder,0,1,0,0
T00000127,U000083,2025-11-10,inapp,renewal_reminder,0,1,0,0
T00000128,U000083,2026-01-07,inapp,renewal_reminder,0,1,1,0
T00000129,U000084,2025-12-30,email,renewal_reminder,0,1,0,0
T00000130,U000085,2026-01-04,email,renewal_reminder,0,1,1,0
T00000131,U000086,2025-12-21,email,renewal_reminder,0,1,0,0
T00000132,U000087,2025-09-24,push,renewal_reminder,0,1,0,0
T00000133,U000088,2025-10-21,email,renewal_reminder,0,1,0,0
T00000134,U000089,2025-12-10,email,renewal_reminder,0,1,0,0
T00000135,U000089,2026-01-10,email,renewal_reminder,0,1,0,0
T00000136,U000090,2025-12-29,email,renewal_reminder,0,1,0,0
T00000137,U000091,2025-10-21,email,renewal_reminder,0,1,0,0
T00000138,U000091,2025-12-20,push,renewal_reminder,0,1,0,0
T00000139,U000092,2025-12-24,inapp,renewal_reminder,0,1,0,0
T00000140,U000092,2026-01-23,email,renewal_reminder,0,1,0,0
T00000141,U000094,2025-09-06,push,renewal_reminder,0,1,0,0
T00000142,U000094,2025-10-09,email,renewal_reminder,0,1,0,0
T00000143,U000094,2025-11-04,inapp,renewal_reminder,0,1,1,0
T00000144,U000096,2025-10-14,email,renewal_reminder,0,1,0,0
T00000145,U000097,2025-08-04,email,renewal_reminder,0,1,0,0
T00000146,U000097,2025-09-02,inapp,renewal_reminder,0,1,0,0
T00000147,U000097,2025-11-02,push,renewal_reminder,0,1,1,0
T00000148,U000097,2025-12-02,email,renewal_reminder,0,1,0,0
T00000149,U000098,2025-11-21,email,renewal_reminder,0,1,0,0
T00000150,U000099,2025-11-07,email,renewal_reminder,0,1,0,0
T00000151,U000099,2026-01-04,email,renewal_reminder,0,1,0,0
T00000152,U000100,2025-07-09,push,renewal_reminder,0,1,0,0
T00000153,U000100,2025-10-11,push,renewal_reminder,0,1,0,0
T00000154,U000100,2025-11-06,email,renewal_reminder,0,1,0,0
T00000155,U000100,2026-01-09,push,renewal_reminder,0,1,0,0
T00000156,U000101,2025-12-31,push,renewal_reminder,0,1,0,0
T00000157,U000102,2025-09-21,email,renewal_reminder,0,1,0,0
T00000158,U000102,2025-11-21,inapp,renewal_reminder,0,1,1,0
T00000159,U000104,2025-09-06,email,renewal_reminder,0,1,0,0
T00000160,U000104,2025-10-07,push,renewal_reminder,0,1,0,0
T00000161,U000104,2026-01-05,email,renewal_reminder,0,1,0,0
T00000162,U000105,2026-01-15,email,renewal_reminder,0,1,0,0
T00000163,U000107,2025-12-18,push,renewal_reminder,0,1,0,0
T00000164,U000107,2026-01-17,push,renewal_reminder,0,1,0,0
T00000165,U000108,2025-12-16,email,renewal_reminder,0,1,1,0
T00000166,U000109,2025-12-23,push,renewal_reminder,0,1,0,0
T00000167,U000111,2025-10-08,email,renewal_reminder,0,1,0,0
T00000168,U000111,2025-11-04,email,renewal_reminder,0,1,0,0
T00000169,U000111,2026-01-06,push,renewal_reminder,0,1,0,0
T00000170,U000112,2025-12-20,push,renewal_reminder,0,1,0,0
T00000171,U000112,2026-01-18,push,renewal_reminder,0,1,1,0
T00000172,U000113,2025-11-20,push,renewal_reminder,0,1,0,0
T00000173,U000113,2026-01-19,inapp,renewal_reminder,0,1,0,0
T00000174,U000114,2025-10-25,push,renewal_reminder,0,1,0,0
T00000175,U000114,2025-11-23,email,renewal_reminder,0,1,0,0
T00000176,U000114,2025-12-26,email,renewal_reminder,0,1,0,0
T00000177,U000114,2026-01-25,email,renewal_reminder,0,1,0,0
T00000178,U000115,2025-10-08,email,renewal_reminder,0,1,0,0
T00000179,U000115,2025-11-05,push,renewal_reminder,0,1,0,0
T00000180,U000116,2025-11-20,email,renewal_reminder,0,1,0,0
T00000181,U000117,2025-08-12,inapp,renewal_reminder,0,1,1,0
T00000182,U000117,2025-09-12,email,renewal_reminder,0,1,0,0
T00000183,U000117,2025-11-10,push,renewal_reminder,0,1,0,0
T00000184,U000117,2025-12-09,email,renewal_reminder,0,1,0,0
T00000185,U000118,2025-07-04,push,renewal_reminder,0,1,0,0
T00000186,U000118,2025-09-04,push,renewal_reminder,0,1,0,0
T00000187,U000118,2025-10-04,push,renewal_reminder,0,1,0,0
T00000188,U000118,2025-10-30,inapp,renewal_reminder,0,1,0,0
T00000189,U000118,2025-11-30,inapp,renewal_reminder,0,1,0,0
T00000190,U000118,2025-12-29,email,renewal_reminder,0,1,1,0
T00000191,U000119,2025-08-01,email,renewal_reminder,0,1,1,0
T00000192,U000119,2025-09-02,email,renewal_reminder,0,1,0,0
T00000193,U000120,2025-08-29,inapp,renewal_reminder,0,1,0,0
T00000194,U000120,2025-09-27,email,renewal_reminder,0,1,0,0
T00000195,U000120,2025-10-30,push,renewal_reminder,0,1,0,0
T00000196,U000120,2025-11-27,email,renewal_reminder,0,1,0,0
T00000197,U000120,2025-12-28,email,renewal_reminder,0,1,0,0
T00000198,U000121,2025-09-21,push,renewal_reminder,0,1,0,0
T00000199,U000121,2025-11-20,push,renewal_reminder,0,1,0,0
T00000200,U000122,2025-11-20,email,renewal_reminder,0,1,0,0
T00000201,U000122,2026-01-19,push,renewal_reminder,0,1,0,0
T00000202,U000124,2025-09-27,email,renewal_reminder,0,1,0,0
T00000203,U000124,2025-10-28,push,renewal_reminder,0,1,0,0
T00000204,U000126,2025-11-18,email,renewal_reminder,0,1,0,0
T00000205,U000126,2026-01-19,push,renewal_reminder,0,1,0,0
T00000206,U000127,2025-07-25,email,renewal_reminder,0,1,0,0
T00000207,U000127,2025-12-20,email,renewal_reminder,0,1,0,0
T00000208,U000129,2025-10-25,push,renewal_reminder,0,1,0,0
T00000209,U000129,2025-11-26,email,renewal_reminder,0,1,0,0
T00000210,U000129,2026-01-22,push,renewal_reminder,0,1,0,0
T00000211,U000131,2025-10-25,email,renewal_reminder,0,1,0,0
T00000212,U000132,2025-10-22,email,renewal_reminder,0,1,0,0
T00000213,U000132,2025-11-23,email,renewal_reminder,0,1,0,0
T00000214,U000133,2025-07-22,email,renewal_reminder,0,1,1,0
T00000215,U000133,2025-09-24,email,renewal_reminder,0,1,0,0
T00000216,U000133,2025-11-21,push,renewal_reminder,0,1,1,0
T00000217,U000133,2026-01-19,email,renewal_reminder,0,1,0,0
T00000218,U000134,2025-10-25,email,renewal_reminder,0,1,0,0
T00000219,U000134,2025-11-23,inapp,renewal_reminder,0,1,0,0
T00000220,U000135,2026-01-20,push,renewal_reminder,0,1,0,0
T00000221,U000136,2025-09-15,email,renewal_reminder,0,1,0,0
T00000222,U000137,2025-12-02,push,renewal_reminder,0,1,0,0
T00000223,U000137,2026-01-02,push,renewal_reminder,0,1,0,0
T00000224,U000138,2025-11-05,email,renewal_reminder,0,1,1,0
T00000225,U000138,2025-12-05,inapp,renewal_reminder,0,1,0,0
T00000226,U000139,2025-09-01,inapp,renewal_reminder,0,1,1,0
T00000227,U000140,2025-10-15,push,renewal_reminder,0,1,0,0
T00000228,U000140,2025-11-15,email,renewal_reminder,0,1,0,0
T00000229,U000142,2025-08-23,email,renewal_reminder,0,1,0,0
T00000230,U000142,2025-11-20,inapp,renewal_reminder,0,1,0,0
T00000231,U000143,2025-11-12,inapp,renewal_reminder,0,1,0,0
T00000232,U000143,2025-12-12,push,renewal_reminder,0,1,0,0
T00000233,U000144,2025-09-09,email,renewal_reminder,0,1,1,0
T00000234,U000144,2025-10-10,inapp,renewal_reminder,0,1,0,0
T00000235,U000144,2025-11-09,email,renewal_reminder,0,1,0,0
T00000236,U000144,2025-12-08,email,renewal_reminder,0,1,0,0
T00000237,U000144,2026-01-05,email,renewal_reminder,0,1,0,0
T00000238,U000146,2026-01-04,email,renewal_reminder,0,1,0,0
T00000239,U000147,2025-08-09,push,renewal_reminder,0,1,0,0
T00000240,U000147,2025-10-08,push,renewal_reminder,0,1,0,0
T00000241,U000147,2025-12-10,push,renewal_reminder,0,1,0,0
T00000242,U000148,2025-08-29,email,renewal_reminder,0,1,0,0
T00000243,U000148,2025-10-30,push,renewal_reminder,0,1,0,0
T00000244,U000148,2025-12-25,email,renewal_reminder,0,1,0,0
T00000245,U000149,2025-12-24,push,renewal_reminder,0,1,0,0
T00000246,U000149,2026-01-25,email,renewal_reminder,0,1,0,0
T00000247,U000150,2025-07-13,push,renewal_reminder,0,1,0,0
T00000248,U000150,2025-08-11,PUSH,renewal_reminder,0,1,0,0
T00000249,U000150,2025-11-09,push,renewal_reminder,0,1,1,0
T00000250,U000152,2025-11-09,email,renewal_reminder,0,1,0,0
T00000251,U000152,2025-12-07,push,renewal_reminder,0,1,0,0
T00000252,U000152,2026-01-08,email,renewal_reminder,0,1,0,0
T00000253,U000153,2026-01-20,email,renewal_reminder,0,1,0,0
T00000254,U000154,2025-09-16,push,renewal_reminder,0,1,0,0
T00000255,U000155,2025-09-20,push,,0,1,1,0
T00000256,U000155,2025-10-21,email,renewal_reminder,0,1,0,0
T00000257,U000155,2026-01-21,inapp,renewal_reminder,0,1,0,0
T00000258,U000156,2026-01-15,push,renewal_reminder,0,1,0,0
T00000259,U000157,2025-08-06,email,renewal_reminder,0,1,0,0
T00000260,U000157,2025-10-01,inapp,renewal_reminder,0,1,0,0
T00000261,U000157,2026-01-01,inapp,renewal_reminder,0,1,0,0
T00000262,U000158,2025-10-22,push,renewal_reminder,0,1,0,0
T00000263,U000158,2025-11-19,push,renewal_reminder,0,1,0,0
T00000264,U000158,2026-01-20,inapp,renewal_reminder,0,1,0,0
T00000265,U000159,2025-10-07,email,renewal_reminder,0,1,0,0
T00000266,U000159,2025-11-06,push,renewal_reminder,0,1,0,0
T00000267,U000160,2025-12-12,email,renewal_reminder,0,1,0,0
T00000268,U000163,2025-11-09,email,renewal_reminder,0,1,0,0
T00000269,U000163,2025-12-09,push,renewal_reminder,0,1,0,0
T00000270,U000163,2026-01-09,inapp,renewal_reminder,0,1,0,0
T00000271,U000164,2025-10-09,push,renewal_reminder,0,1,0,0
T00000272,U000164,2025-12-08,email,renewal_reminder,0,1,0,0
T00000273,U000164,2026-01-06,email,renewal_reminder,0,1,0,0
T00000274,U000165,2026-01-15,push,renewal_reminder,0,1,0,0
T00000275,U000167,2025-12-18,email,renewal_reminder,0,1,0,0
T00000276,U000167,2026-01-17,push,renewal_reminder,0,1,0,0
T00000277,U000168,2025-07-14,email,renewal_reminder,0,1,0,0
T00000278,U000169,2025-10-23,push,renewal_reminder,0,1,0,0
T00000279,U000170,2025-08-04,email,renewal_reminder,0,1,0,0
T00000280,U000170,2025-09-07,email,renewal_reminder,0,1,1,0
T00000281,U000170,2025-11-02,push,renewal_reminder,0,1,0,0
T00000282,U000170,2026-01-01,push,renewal_reminder,0,1,0,0
T00000283,U000171,2025-08-26,push,renewal_reminder,0,1,0,0
T00000284,U000171,2025-10-26,email,renewal_reminder,0,1,0,0
T00000285,U000171,2025-11-25,email,renewal_reminder,0,1,0,0
T00000286,U000171,2026-01-21,email,renewal_reminder,0,1,0,0
T00000287,U000172,2025-11-23,email,renewal_reminder,0,1,0,0
T00000288,U000172,2025-12-22,email,renewal_reminder,0,1,0,0
T00000289,U000175,2025-12-25,push,renewal_reminder,0,1,0,0
T00000290,U000175,2026-01-25,email,renewal_reminder,0,1,1,0
T00000291,U000176,2025-09-20,email,renewal_reminder,0,1,0,0
T00000292,U000176,2025-11-21,push,renewal_reminder,0,1,0,0
T00000293,U000178,2025-07-16,email,renewal_reminder,0,1,0,0
T00000294,U000178,2025-12-11,push,renewal_reminder,0,1,0,0
T00000295,U000178,2026-01-14,email,renewal_reminder,0,1,0,0
T00000296,U000180,2025-11-03,email,renewal_reminder,0,1,0,0
T00000297,U000181,2026-01-25,inapp,renewal_reminder,0,1,1,0
T00000298,U000182,2025-08-06,push,renewal_reminder,0,1,0,0
T00000299,U000182,2025-09-06,email,renewal_reminder,0,1,0,0
T00000300,U000183,2025-11-02,push,renewal_reminder,0,1,0,0
T00000301,U000183,2025-12-06,email,renewal_reminder,0,1,0,0
T00000302,U000183,2026-01-03,email,renewal_reminder,0,1,0,0
T00000303,U000184,2025-12-26,push,renewal_reminder,0,1,0,0
T00000304,U000184,2026-01-23,inapp,renewal_reminder,0,1,0,0
T00000305,U000185,2025-10-07,push,renewal_reminder,0,1,0,0
T00000306,U000185,2025-11-04,inapp,renewal_reminder,0,1,1,0
T00000307,U000185,2026-01-01,email,renewal_reminder,0,1,0,0
T00000308,U000186,2025-10-23,inapp,renewal_reminder,0,1,0,0
T00000309,U000186,2025-11-22,email,renewal_reminder,0,1,1,0
T00000310,U000186,2026-01-23,email,renewal_reminder,0,1,0,0
T00000311,U000187,2025-07-15,email,renewal_reminder,0,1,0,0
T00000312,U000187,2025-09-12,push,renewal_reminder,0,1,0,0
T00000313,U000188,2025-09-06,push,renewal_reminder,0,1,0,0
T00000314,U000188,2025-10-06,inapp,renewal_reminder,0,1,1,0
T00000315,U000189,2025-09-27,push,renewal_reminder,0,1,0,0
T00000316,U000189,2025-12-24,inapp,renewal_reminder,0,1,1,0
T00000317,U000189,2026-01-24,push,renewal_reminder,0,1,0,0
T00000318,U000190,2025-09-16,push,renewal_reminder,0,1,0,0
T00000319,U000190,2025-10-16,email,renewal_reminder,0,1,1,0
T00000320,U000190,2025-11-11,push,renewal_reminder,0,1,0,0
T00000321,U000191,2025-11-25,inapp,renewal_reminder,0,1,0,0
T00000322,U000191,2026-01-24,push,renewal_reminder,0,1,0,0
T00000323,U000192,2025-11-06,push,renewal_reminder,0,1,0,0
T00000324,U000193,2025-12-02,email,renewal_reminder,0,1,0,0
T00000325,U000193,2026-01-02,email,renewal_reminder,0,1,0,0
T00000326,U000194,2025-10-31,email,,0,1,0,0
T00000327,U000196,2025-08-22,email,renewal_reminder,0,1,0,0
T00000328,U000196,2025-09-22,push,renewal_reminder,0,1,0,0
T00000329,U000196,2025-10-21,push,renewal_reminder,0,1,0,0
T00000330,U000196,2025-11-23,email,renewal_reminder,0,1,0,0
T00000331,U000196,2025-12-19,email,renewal_reminder,0,1,1,0
T00000332,U000196,2026-01-20,push,renewal_reminder,0,1,0,0
T00000333,U000197,2025-08-23,email,renewal_reminder,0,1,0,0
T00000334,U000197,2025-09-23,push,renewal_reminder,0,1,0,0
T00000335,U000197,2026-01-18,email,renewal_reminder,0,1,0,0
T00000336,U000198,2025-07-29,push,renewal_reminder,0,1,0,0
T00000337,U000198,2025-08-28,email,renewal_reminder,0,1,0,0
T00000338,U000198,2025-09-25,email,renewal_reminder,0,1,0,0
T00000339,U000198,2025-10-25,push,renewal_reminder,0,1,0,0
T00000340,U000198,2026-01-25,email,renewal_reminder,0,1,0,0
T00000341,U000199,2025-08-21,email,renewal_reminder,0,1,0,0
T00000342,U000199,2025-11-20,push,renewal_reminder,0,1,0,0
T00000343,U000199,2025-12-22,inapp,renewal_reminder,0,1,0,0
T00000344,U000201,2025-09-05,push,renewal_reminder,0,1,0,0
T00000345,U000201,2025-11-01,email,renewal_reminder,0,1,0,0
T00000346,U000201,2026-01-02,email,renewal_reminder,0,1,0,0
T00000347,U000203,2025-11-04,email,renewal_reminder,0,1,0,0
T00000348,U000203,2025-12-30,inapp,renewal_reminder,0,1,1,0
T00000349,U000204,2025-12-25,push,renewal_reminder,0,1,0,0
T00000350,U000204,2026-01-25,push,renewal_reminder,0,1,1,0
T00000351,U000205,2025-09-28,email,renewal_reminder,0,1,0,0
T00000352,U000205,2025-11-24,email,renewal_reminder,0,1,0,0
T00000353,U000205,2026-01-25,inapp,renewal_reminder,0,1,0,0
T00000354,U000207,2025-12-06,email,renewal_reminder,0,1,0,0
T00000355,U000209,2025-08-03,push,renewal_reminder,0,1,0,0
T00000356,U000209,2025-09-03,email,renewal_reminder,0,1,0,0
T00000357,U000209,2025-12-04,email,renewal_reminder,0,1,0,0
T00000358,U000209,2025-12-31,email,renewal_reminder,0,1,0,0
T00000359,U000210,2025-12-19,inapp,renewal_reminder,0,1,0,0
T00000360,U000211,2025-09-07,inapp,renewal_reminder,0,1,0,0
T00000361,U000211,2025-10-05,push,renewal_reminder,0,1,0,0
T00000362,U000211,2026-01-04,email,renewal_reminder,0,1,0,0
T00000363,U000212,2025-11-29,email,renewal_reminder,0,1,1,0
T00000364,U000213,2026-01-21,inapp,renewal_reminder,0,1,0,0
T00000365,U000214,2025-09-26,email,renewal_reminder,0,1,0,0
T00000366,U000214,2025-11-21,email,renewal_reminder,0,1,0,0
T00000367,U000214,2025-12-24,push,renewal_reminder,0,1,0,0
T00000368,U000215,2026-01-04,email,renewal_reminder,0,1,0,0
T00000369,U000217,2025-09-17,email,renewal_reminder,0,1,0,0
T00000370,U000217,2025-11-18,inapp,renewal_reminder,0,1,0,0
T00000371,U000217,2025-12-20,email,renewal_reminder,0,1,0,0
T00000372,U000218,2025-08-26,email,renewal_reminder,0,1,0,0
T00000373,U000218,2025-09-25,inapp,renewal_reminder,0,1,0,0
T00000374,U000219,2025-10-21,email,renewal_reminder,0,1,1,0
T00000375,U000219,2025-12-22,inapp,renewal_reminder,0,1,0,0
T00000376,U000221,2025-08-02,email,renewal_reminder,0,1,0,0
T00000377,U000221,2025-09-04,push,renewal_reminder,0,1,0,0
T00000378,U000222,2025-10-23,email,renewal_reminder,0,1,0,0
T00000379,U000222,2025-11-19,inapp,renewal_reminder,0,1,1,0
T00000380,U000222,2025-12-23,inapp,renewal_reminder,0,1,0,0
T00000381,U000223,2025-11-30,inapp,renewal_reminder,0,1,0,0
T00000382,U000224,2025-09-22,push,renewal_reminder,0,1,0,0
T00000383,U000224,2025-11-24,inapp,renewal_reminder,0,1,0,0
T00000384,U000225,2026-01-03,inapp,renewal_reminder,0,1,1,0
T00000385,U000226,2025-10-17,inapp,renewal_reminder,0,1,0,0
T00000386,U000226,2025-12-16,email,renewal_reminder,0,1,0,0
T00000387,U000227,2025-12-18,email,renewal_reminder,0,1,0,0
T00000388,U000227,2026-01-17,inapp,renewal_reminder,0,1,0,0
T00000389,U000228,2025-11-25,push,renewal_reminder,0,1,0,0
T00000390,U000229,2025-11-18,email,renewal_reminder,0,1,0,0
T00000391,U000229,2025-12-21,inapp,renewal_reminder,0,1,0,0
T00000392,U000230,2025-09-14,inapp,renewal_reminder,0,1,0,0
T00000393,U000231,2025-10-29,inapp,renewal_reminder,0,1,0,0
T00000394,U000232,2026-01-01,email,renewal_reminder,0,1,0,0
T00000395,U000233,2025-07-08,push,renewal_reminder,0,1,0,0
T00000396,U000233,2025-08-06,email,renewal_reminder,0,1,0,0
T00000397,U000233,2025-09-04,email,renewal_reminder,0,1,0,0
T00000398,U000237,2025-11-13,inapp,renewal_reminder,0,1,0,0
T00000399,U000237,2025-12-13,inapp,renewal_reminder,0,1,0,0
T00000400,U000238,2025-11-22,email,renewal_reminder,0,1,0,0
T00000401,U000238,2025-12-20,email,renewal_reminder,0,1,0,0
T00000402,U000238,2026-01-20,email,renewal_reminder,0,1,0,0
T00000403,U000239,2025-10-18,push,renewal_reminder,0,1,0,0
T00000404,U000239,2025-11-15,email,renewal_reminder,0,1,0,0
T00000405,U000240,2026-01-05,inapp,renewal_reminder,0,1,0,0
