user_id,date,minutes_used,sessions_count,feature_events
U000004,2025-09-14,23.28,2,2
U000004,2025-09-15,0.0,0,0
U000004,2025-09-16,20.03,1,1
U000004,2025-09-17,23.23,1,4
U000004,2025-09-18,27.28,3,3
U000004,2025-09-19,0.0,0,0
U000004,2025-09-20,0.0,0,0
U000004,2025-09-21,0.0,0,0
U000004,2025-09-22,0.0,0,0
U000004,2025-09-23,0.0,0,0
U000004,2025-09-24,0.0,0,0
U000004,2025-09-25,0.0,0,0
U000004,2025-09-26,21.9,1,1
U000004,2025-09-27,16.01,2,2
U000004,2025-09-28,41.61,1,5
U000004,2025-09-29,18.93,3,2
U000004,2025-09-30,0.0,0,0
U000004,2025-10-01,14.41,1,5
U000004,2025-10-02,0.0,0,0
U000004,2025-10-03,0.0,0,0
U000004,2025-10-04,31.74,3,3
U000004,2025-10-05,0.0,0,0
U000004,2025-10-06,0.0,0,0
U000004,2025-10-07,0.0,0,0
U000004,2025-10-08,41.79,3,8
U000004,2025-10-09,16.78,1,3
U000004,2025-10-10,10.97,1,1
U000004,2025-10-11,0.0,0,0
U000004,2025-10-12,33.36,4,4
U000004,2025-10-13,26.83,1,1
U000004,2025-10-14,23.72,1,2
U000004,2025-10-15,0.0,0,0
U000004,2025-10-16,0.0,0,0
U000004,2025-10-17,0.0,0,0
U000004,2025-10-18,0.0,0,0
U000004,2025-10-19,0.0,0,0
U000004,2025-10-20,0.0,0,0
U000004,2025-10-21,39.6,5,1
U000004,2025-10-22,16.22,1,3
U000004,2025-10-23,0.0,0,0
U000004,2025-10-24,0.0,0,0
U000004,2025-10-25,41.78,3,4
U000004,2025-10-26,11.04,1,1
U000004,2025-10-27,0.0,0,0
U000004,2025-10-29,12.38,1,2
U000004,2025-10-30,81.06,5,7
U000004,2025-10-31,69.47,4,4
U000004,2025-11-01,19.96,1,2
U000004,2025-11-02,64.69,6,3
U000004,2025-11-03,92.74,8,9
U000004,2025-11-04,48.09,1,7
U000004,2025-11-05,0.0,0,0
U000004,2025-11-06,34.49,1,5
U000004,2025-11-07,0.0,0,0
U000004,2025-11-08,37.09,2,3
U000004,2025-11-09,0.0,0,0
U000004,2025-11-10,0.0,0,0
U000004,2025-11-11,0.0,0,0
U000004,2025-11-12,0.0,0,0
U000004,2025-11-13,0.0,0,0
U000004,2025-11-14,54.98,4,3
U000004,2025-11-15,0.0,0,0
U000004,2025-11-16,0.0,0,0
U000004,2025-11-17,31.41,1,5
U000004,2025-11-18,0.0,0,0
U000004,2025-11-19,32.82,3,4
U000004,2025-11-20,33.33,3,2
U000004,2025-11-21,0.0,0,0
U000004,2025-11-22,54.31,2,4
U000004,2025-11-23,76.85,7,6
U000004,2025-11-24,11.61,1,1
U000004,2025-11-25,0.0,0,0
U000004,2025-11-26,34.04,3,2
U000004,2025-11-27,29.08,2,2
U000004,2025-11-28,52.96,3,4
U000004,2025-11-29,37.8,3,3
U000004,2025-11-30,0.0,0,0
U000004,2025-12-01,0.0,0,0
U000004,2025-12-02,37.24,3,6
U000004,2025-12-03,0.0,0,0
U000004,2025-12-04,0.0,0,0
U000004,2025-12-05,18.77,4,1
U000004,2025-12-06,38.16,1,5
U000004,2025-12-07,32.07,1,1
U000004,2025-12-08,19.8,1,2
U000004,2025-12-09,0.0,0,0
U000004,2025-12-10,0.0,0,0
U000004,2025-12-11,0.0,0,0
U000004,2025-12-12,0.0,0,0
U000004,2025-12-13,30.84,1,2
U000004,2025-12-14,0.0,0,0
U000004,2025-12-15,7.75,1,1
U000004,2025-12-16,0.0,0,0
U000004,2025-12-17,0.0,0,0
U000004,2025-12-18,13.47,1,1
U000004,2025-12-19,0.0,0,0
U000004,2025-12-20,22.18,1,3
U000004,2025-12-21,0.0,0,0
U000004,2025-12-22,29.29,2,2
U000004,2025-12-23,0.0,0,0
U000004,2025-12-24,85.81,1,9
U000004,2025-12-25,0.0,0,0
U000004,2025-12-26,81.74,6,8
U000004,2025-12-27,40.3,1,3
U000004,2025-12-28,46.68,3,3
U000004,2025-12-29,0.0,0,0
U000004,2025-12-30,22.11,2,1
U000004,2025-12-31,0.0,0,0
U000004,2026-01-01,34.16,3,4
U000004,2026-01-02,0.0,0,0
U000004,2026-01-03,22.93,3,3
U000004,2026-01-04,41.18,1,6
U000004,2026-01-05,9.27,1,2
U000004,2026-01-06,22.03,1,2
U000004,2026-01-07,30.56,1,3
U000004,2026-01-08,0.0,0,0
U000004,2026-01-09,30.18,2,2
U000004,2026-01-10,0.0,0,0
U000004,2026-01-11,27.77,1,1
U000004,2026-01-12,0.0,0,0
U000004,2026-01-13,10.31,1,1
U000004,2026-01-14,0.0,0,0
U000004,2026-01-15,59.39,3,4
U000004,2026-01-16,55.38,1,12
U000004,2026-01-17,50.67,2,5
U000004,2026-01-18,133.07,9,10
U000004,2026-01-19,22.01,2,1
U000004,2026-01-20,31.47,2,4
U000004,2026-01-21,14.74,2,1
U000004,2026-01-22,0.0,0,0
U000004,2026-01-23,54.22,3,6
U000004,2026-01-24,51.03,1,6
U000004,2026-01-25,0.0,0,0
U000004,2026-01-26,123.75,8,13
U000004,2026-01-27,0.0,0,0
U000004,2026-01-28,0.0,0,0
U000004,2026-01-29,15.44,1,2
U000004,2026-01-30,0.0,0,0
U000005,2025-08-21,14.03,1,2
U000005,2025-08-22,0.0,0,0
U000005,2025-08-23,34.75,1,7
U000005,2025-08-24,171.17,12,14
U000005,2025-08-25,12.9,1,2
U000005,2025-08-26,0.0,0,0
U000005,2025-08-27,55.09,4,6
U000005,2025-08-28,17.0,1,2
U000005,2025-08-29,34.29,3,5
U000005,2025-08-30,0.0,0,0
U000005,2025-08-31,0.0,0,0
U000005,2025-09-01,83.01,4,8
U000005,2025-09-02,20.84,2,2
U000005,2025-09-03,0.0,0,0
U000005,2025-09-04,30.03,2,5
U000005,2025-09-05,45.14,2,6
U000005,2025-09-06,59.12,1,4
U000005,2025-09-07,0.0,0,0
U000005,2025-09-08,78.96,12,4
U000005,2025-09-09,25.25,2,3
U000005,2025-09-10,0.0,0,0
U000005,2025-09-11,0.0,0,0
U000005,2025-09-12,21.42,1,2
U000005,2025-09-13,0.0,0,0
U000005,2025-09-14,34.64,2,3
U000005,2025-09-15,0.0,0,0
U000005,2025-09-16,28.24,1,7
U000005,2025-09-17,12.89,1,1
U000005,2025-09-18,0.0,0,0
U000005,2025-09-19,45.4,2,7
U000005,2025-09-20,0.0,0,0
U000005,2025-09-21,0.0,0,0
U000005,2025-09-22,0.0,0,0
U000005,2025-09-23,15.1,1,1
U000005,2025-09-24,63.62,7,9
U000005,2025-09-25,0.0,0,0
U000005,2025-09-26,0.0,0,0
U000005,2025-09-27,0.0,0,0
U000005,2025-09-28,23.95,2,6
U000005,2025-09-29,38.17,1,3
U000005,2025-09-30,18.95,2,4
U000005,2025-10-01,35.05,2,4
U000005,2025-10-02,36.86,1,4
U000005,2025-10-03,0.0,0,0
U000005,2025-10-04,0.0,0,0
U000005,2025-10-05,18.63,2,4
U000005,2025-10-06,12.95,2,1
U000005,2025-10-07,0.0,0,0
U000005,2025-10-08,0.0,0,0
U000005,2025-10-09,43.21,1,1
U000005,2025-10-10,0.0,0,0
U000005,2025-10-11,21.5,1,3
U000005,2025-10-12,0.0,0,0
U000005,2025-10-13,63.97,2,8
U000005,2025-10-14,15.42,2,1
U000005,2025-10-15,22.07,1,6
U000005,2025-10-16,0.0,0,0
U000005,2025-10-17,0.0,0,0
U000005,2025-10-18,0.0,0,0
U000005,2025-10-19,0.0,0,0
U000005,2025-10-20,47.53,4,7
U000005,2025-10-21,13.33,1,1
U000005,2025-10-22,0.0,0,0
U000005,2025-10-23,40.8,3,5
U000005,2025-10-24,0.0,0,0
U000005,2025-10-25,0.0,0,0
U000005,2025-10-26,0.0,0,0
U000005,2025-10-27,0.0,0,0
U000005,2025-10-28,38.06,3,2
U000005,2025-10-29,0.0,0,0
U000005,2025-10-30,0.0,0,0
U000005,2025-10-31,24.0,1,2
U000005,2025-11-01,0.0,0,0
U000005,2025-11-02,0.0,0,0
U000005,2025-11-03,0.0,0,0
U000005,2025-11-04,0.0,0,0
U000005,2025-11-05,0.0,0,0
U000005,2025-11-06,17.28,2,2
U000005,2025-11-07,22.12,1,2
U000005,2025-11-08,28.98,2,2
U000005,2025-11-09,44.1,6,4
U000005,2025-11-10,44.6,3,6
U000005,2025-11-11,0.0,0,0
U000005,2025-11-12,0.0,0,0
U000005,2025-11-13,12.51,1,1
U000005,2025-11-14,79.26,8,9
U000005,2025-11-15,0.0,0,0
U000005,2025-11-16,68.18,5,5
U000005,2025-11-17,21.48,3,4
U000005,2025-11-18,86.96,4,8
U000005,2025-11-19,0.0,0,0
U000005,2025-11-20,0.0,0,0
U000005,2025-11-21,0.0,0,0
U000005,2025-11-22,0.0,0,0
U000005,2025-11-23,18.15,2,4
U000005,2025-11-24,0.0,0,0
U000005,2025-11-25,24.74,1,1
U000005,2025-11-26,12.73,1,1
U000005,2025-11-27,23.69,1,3
U000005,2025-11-28,0.0,0,0
U000005,2025-11-29,24.22,4,2
U000005,2025-11-30,49.5,4,4
U000005,2025-12-01,25.12,4,4
U000005,2025-12-02,0.0,0,0
U000005,2025-12-03,0.0,0,0
U000005,2025-12-04,25.54,1,1
U000005,2025-12-05,0.0,0,0
U000005,2025-12-06,19.53,2,2
U000005,2025-12-07,86.81,10,10
U000005,2025-12-08,0.0,0,0
U000005,2025-12-09,16.26,1,1
U000005,2025-12-10,0.0,0,0
U000005,2025-12-11,29.94,1,1
U000005,2025-12-12,52.53,3,6
U000005,2025-12-13,38.76,1,1
U000005,2025-12-14,35.84,1,5
U000005,2025-12-15,19.3,1,3
U000005,2025-12-16,0.0,0,0
U000005,2025-12-17,0.0,0,0
U000005,2025-12-18,26.89,1,4
U000005,2025-12-19,38.95,1,4
U000005,2025-12-20,0.0,0,0
U000005,2025-12-21,78.79,3,7
U000005,2025-12-22,20.27,1,1
U000005,2025-12-23,11.79,1,1
U000005,2025-12-24,0.0,0,0
U000005,2025-12-25,22.22,1,1
U000005,2025-12-26,0.0,0,0
U000005,2025-12-27,0.0,0,0
U000005,2025-12-28,0.0,0,0
U000005,2025-12-29,48.82,4,3
U000005,2025-12-30,0.0,0,0
U000005,2025-12-31,0.0,0,0
U000005,2026-01-01,15.28,2,1
U000005,2026-01-02,0.0,0,0
U000005,2026-01-03,0.0,0,0
U000005,2026-01-04,0.0,0,0
U000005,2026-01-05,36.42,1,3
U000005,2026-01-06,58.62,7,3
U000005,2026-01-07,16.01,2,3
U000005,2026-01-08,0.0,0,0
U000005,2026-01-09,0.0,0,0
U000005,2026-01-10,0.0,0,0
U000005,2026-01-11,13.83,1,1
U000005,2026-01-12,32.07,1,2
U000005,2026-01-13,27.53,4,4
U000005,2026-01-14,27.03,1,3
U000005,2026-01-15,59.34,2,12
U000005,2026-01-16,86.77,5,6
U000005,2026-01-17,0.0,0,0
U000005,2026-01-18,0.0,0,0
U000005,2026-01-19,23.63,1,3
U000005,2026-01-20,0.0,0,0
U000005,2026-01-21,0.0,0,0
U000005,2026-01-22,0.0,0,0
U000005,2026-01-23,23.95,1,4
U000005,2026-01-24,40.57,1,8
U000005,2026-01-25,0.0,0,0
U000005,2026-01-26,55.8,4,4
U000005,2026-01-27,0.0,0,0
U000005,2026-01-28,9.68,2,1
U000005,2026-01-29,31.26,2,1
U000005,2026-01-30,0.0,0,0
U000006,2025-12-06,0.0,0,0
U000006,2025-12-07,5.09,3,2
U000006,2025-12-08,30.24,1,1
U000006,2025-12-09,0.0,0,0
U000006,2025-12-10,0.0,0,0
U000006,2025-12-11,12.54,1,1
U000006,2025-12-12,38.22,2,3
U000006,2025-12-13,0.0,0,0
U000006,2025-12-14,15.27,3,1
U000006,2025-12-15,0.0,0,0
U000006,2025-12-16,34.31,1,5
U000006,2025-12-17,0.0,0,0
U000006,2025-12-18,0.0,0,0
U000006,2025-12-19,0.0,0,0
U000006,2025-12-20,35.49,2,7
U000006,2025-12-21,0.0,0,0
U000006,2025-12-22,0.0,0,0
U000006,2025-12-23,0.0,0,0
U000006,2025-12-24,0.0,0,0
U000006,2025-12-25,0.0,0,0
